"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"10"	"0.0552228132883708"
"RF"	"qsorder"	"7"	"0.166061004002889"
"RF"	"ctriad"	"40"	"1.01441117922465"
"RF"	"ctdt"	"3"	"0.0162756085395813"
"RF"	"tpc"	"20"	"0.713387660185496"
"RF"	"pse_pssm"	"6"	"0.0651985645294189"
"RF"	"pssm_ac"	"21"	"0.492735012372335"
"RF"	"aatp"	"20"	"0.690096056461334"
