Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.372060254,20,7.965434945,2,1024,0.696864037,0.002047456,0.000257277,0.005234795,0.670041203,1
LightGBM,qsorder,0.53116746,55.11557601,8.412104837,2,1024,0.555285555,0.001669948,0.001633416,0.005030609,0.694311842,4.383051959
LightGBM,tpc,0.402783005,20,5.603838104,27.19981135,44.87488659,1,0.005276214,0.004197076,0.005365533,0,94.38984282
LightGBM,pse_pssm,0.227526896,800,5.059741276,2,32,0.740137732,0.019857821,0.006364189,0.008154521,0.547953933,1
LightGBM,aatp,0.40827534,53.41436568,9.703676731,32,32,0.880372633,0.014636314,0.002019707,0.003426362,0.441924784,95.44577098
LightGBM,ctriad,0.291076266,782.9875374,7.304416245,22.59311775,32,0.579567561,0.00861734,0.000184229,0.001396064,0.319169275,79.34344663
LightGBM,ctdt,0.574272134,20,8.502811663,2,32,0.786865724,0.002819344,0.005207572,0.007632002,0.277415391,62.70522548
