"Model"	"Encoding"	"nrounds"	"objective"	"eval_metric"	"max_depth"	"eta"	"gamma"	"subsample"	"colsample_bytree"	"min_child_weight"	"max_delta_step"	"seed"	"auc"
"xgboost"	"paac"	"394"	"binary:logistic"	"auc"	"4"	"0.0293"	"0.137"	"0.8684"	"0.669"	"4"	"1"	"319"	"0.8741508"
"xgboost"	"qsorder"	"497"	"binary:logistic"	"auc"	"4"	"0.0131"	"0.0883"	"0.6996"	"0.5996"	"7"	"6"	"246"	"0.896032"
"xgboost"	"ctriad"	"488"	"binary:logistic"	"auc"	"4"	"0.0213"	"0.0123"	"0.6579"	"0.5637"	"2"	"7"	"950"	"0.908064"
"xgboost"	"ctdt"	"441"	"binary:logistic"	"auc"	"4"	"0.0182"	"0.02"	"0.6265"	"0.6649"	"1"	"9"	"590"	"0.904452"
"xgboost"	"tpc"	"494"	"binary:logistic"	"auc"	"8"	"0.0129"	"0.142"	"0.897"	"0.7353"	"5"	"9"	"769"	"0.8956904"
"xgboost"	"pse_pssm"	"486"	"binary:logistic"	"auc"	"5"	"0.0102"	"0.0479"	"0.767"	"0.7796"	"4"	"5"	"726"	"0.8610274"
"xgboost"	"pssm_ac"	"375"	"binary:logistic"	"auc"	"4"	"0.0179"	"0.1842"	"0.868"	"0.6861"	"1"	"6"	"787"	"0.8649524"
"xgboost"	"aatp"	"282"	"binary:logistic"	"auc"	"8"	"0.0158"	"0.1386"	"0.8772"	"0.7411"	"2"	"4"	"449"	"0.9129256"
