"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"7"	"0.0425830920537313"
"RF"	"qsorder"	"7"	"0.124190878868103"
"RF"	"ctriad"	"27"	"0.266616161664327"
"RF"	"ctdt"	"3"	"0.0680687348047892"
"RF"	"tpc"	"10"	"0.297931698958079"
"RF"	"pse_pssm"	"4"	"0.06971462170283"
"RF"	"pssm_ac"	"7"	"0.307728703816732"
"RF"	"aatp"	"20"	"0.507538719971975"
