Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.264238855,27.20861221,6.330682545,2,1024,0.600666561,0.01369748,0.002790553,0.006156994,0.379867778,100
LightGBM,qsorder,0.298172726,20,6.51391135,28.04821054,84.97715715,0.742256027,0.003081287,0.005168043,0.000234509,0.724825415,1
LightGBM,tpc,0.436406072,20,10,32,32,0.937654155,0.005746241,0.006181383,0.002755051,0.652681218,100
LightGBM,pse_pssm,0.483149481,206.3277754,5,2,1022.473952,0.768553569,0.007749633,0.00668524,0.003699155,0.282516511,8.058259053
LightGBM,aatp,0.455021358,20,5.889031971,32,1024,0.737933735,0.002438497,0.001163496,0.003642036,0.543367572,100
LightGBM,ctriad,0.321218902,800,10,32,32,0.675374831,0.014195536,0.005160219,0.005892928,0.506720449,1
LightGBM,ctdt,0.652379646,20,5,2,1024,0.651432689,0.002669935,0.00189741,0.003870189,0.793090547,1
