"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"5"	"0.089639675617218"
"RF"	"qsorder"	"7"	"0.0827820062637329"
"RF"	"ctriad"	"18"	"0.507630475362142"
"RF"	"ctdt"	"3"	"0.0611051519711812"
"RF"	"tpc"	"20"	"0.492595195770264"
"RF"	"pse_pssm"	"6"	"0.0786956548690796"
"RF"	"pssm_ac"	"14"	"0.170771435896556"
"RF"	"aatp"	"20"	"0.335198891162872"
