"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"5"	"0.0539779265721639"
"RF"	"qsorder"	"5"	"0.104474588235219"
"RF"	"ctriad"	"27"	"0.321523674329122"
"RF"	"ctdt"	"4"	"0.0632318337758382"
"RF"	"tpc"	"14"	"0.22549204826355"
"RF"	"pse_pssm"	"3"	"0.103212328751882"
"RF"	"pssm_ac"	"21"	"0.245472617944082"
"RF"	"aatp"	"20"	"0.2239226659139"
