"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"10"	"0.0555490930875142"
"RF"	"qsorder"	"15"	"0.263060335318247"
"RF"	"ctriad"	"18"	"0.363033795356751"
"RF"	"ctdt"	"2"	"0.0857698639233907"
"RF"	"tpc"	"30"	"1.17895015478134"
"RF"	"pse_pssm"	"13"	"0.150240476926168"
"RF"	"pssm_ac"	"14"	"0.124110543727875"
"RF"	"aatp"	"20"	"0.261468235651652"
