"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"5"	"0.0550045530001322"
"RF"	"qsorder"	"10"	"0.0653179367383321"
"RF"	"ctriad"	"8"	"0.324764561653137"
"RF"	"ctdt"	"3"	"0.0593022386233012"
"RF"	"tpc"	"30"	"0.296422342459361"
"RF"	"pse_pssm"	"4"	"0.142194720109304"
"RF"	"pssm_ac"	"21"	"0.562722977002462"
"RF"	"aatp"	"30"	"0.520612494150798"
