Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.186123215,794.950477,5.419735227,4.199814257,1024,0.730059766,0.016872445,0.003447401,0.007716681,0.213362919,79.32235181
LightGBM,qsorder,0.663506168,20,9.889324826,32,1024,0.580849505,0.010221419,0.003038362,0.002815986,0.477156278,100
LightGBM,tpc,0.214552373,20,7.317337109,2,32,0.55499963,0.017673653,0.007609516,0.008024114,0.492603339,1
LightGBM,pse_pssm,0.228149725,658.5938903,6.942384054,2,1024,0.698285385,0.005673992,0.006587828,0.000687483,0.625009981,22.01048368
LightGBM,aatp,0.206098329,800,10,2,182.3772347,0.718996755,0.000236606,0.001942352,0.003386519,0.90951385,92.24278154
LightGBM,ctriad,0.261741364,760.0636676,10,32,1024,0.797659534,0.004409066,0.006478622,0.006947961,0.563085186,1
LightGBM,ctdt,0.203879463,20,5,2,1024,0.558031262,0.006115632,0.007285097,0.004591067,0.724732868,1
