"Model"	"Encoding"	"nrounds"	"objective"	"eval_metric"	"max_depth"	"eta"	"gamma"	"subsample"	"colsample_bytree"	"min_child_weight"	"max_delta_step"	"seed"	"auc"
"xgboost"	"paac"	"478"	"binary:logistic"	"auc"	"4"	"0.0215"	"0.0909"	"0.6042"	"0.7298"	"1"	"3"	"854"	"0.8938416"
"xgboost"	"qsorder"	"252"	"binary:logistic"	"auc"	"4"	"0.0275"	"0.0289"	"0.7351"	"0.5095"	"2"	"9"	"705"	"0.923613"
"xgboost"	"ctriad"	"358"	"binary:logistic"	"auc"	"4"	"0.0192"	"0.095"	"0.7182"	"0.7469"	"3"	"6"	"638"	"0.9127558"
"xgboost"	"ctdt"	"175"	"binary:logistic"	"auc"	"5"	"0.0241"	"0.1447"	"0.8292"	"0.7481"	"13"	"1"	"124"	"0.9113302"
"xgboost"	"tpc"	"316"	"binary:logistic"	"auc"	"7"	"0.0233"	"0.1992"	"0.7062"	"0.6495"	"4"	"0"	"563"	"0.9067498"
"xgboost"	"pse_pssm"	"290"	"binary:logistic"	"auc"	"4"	"0.0264"	"0.0926"	"0.8085"	"0.7565"	"1"	"6"	"168"	"0.9411206"
"xgboost"	"pssm_ac"	"379"	"binary:logistic"	"auc"	"5"	"0.026"	"0.1159"	"0.8248"	"0.6506"	"5"	"8"	"957"	"0.8915394"
"xgboost"	"aatp"	"478"	"binary:logistic"	"auc"	"5"	"0.0119"	"0.1523"	"0.6725"	"0.6086"	"2"	"1"	"26"	"0.9296156"
