Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.39702458,20,8.90160885,2,1024,0.616450621,0.007850208,0.005122866,0.003988558,0.467909373,100
LightGBM,qsorder,0.575608028,81.97069538,8.337233608,7.806167529,32,0.504491511,0.00833142,0.001153596,0.005776304,0.568150476,1
LightGBM,tpc,0.207564606,156.5634841,6.676230512,10.16408121,32,0.884331192,0.013755743,0.007202152,0.005164702,0.534416612,66.29428982
LightGBM,pse_pssm,0.434620268,20,8.171229561,2,32,0.688849571,0.003851535,0.007662966,0.003257081,0.565741878,6.908656313
LightGBM,aatp,0.034245094,784.4110727,6.685608056,2,32,0.605673971,0.018790946,0.005718338,0.001131569,0.341028611,34.97969048
LightGBM,ctriad,0.300137539,20,8.444392869,25.69030823,1024,0.825758861,0.015850168,0.005541772,0.007393818,0.295614436,82.00337086
LightGBM,ctdt,0.392213231,752.0234169,6.26199831,3.319645811,223.0192918,0.852161767,0.004169486,0.005599391,0.00344216,0.516087392,39.91285992
