"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"7"	"0.0444752772649129"
"RF"	"qsorder"	"10"	"0.171237933635712"
"RF"	"ctriad"	"27"	"0.545718614260356"
"RF"	"ctdt"	"2"	"0.0702684203783671"
"RF"	"tpc"	"14"	"0.842184333006541"
"RF"	"pse_pssm"	"4"	"0.0752437114715576"
"RF"	"pssm_ac"	"10"	"0.435585522651672"
"RF"	"aatp"	"20"	"0.643464410305023"
