Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.261526089,800,7.822594489,2.235358748,32,0.5,0.002364522,0.009516242,0.006863656,0.259629187,15.08355314
LightGBM,qsorder,0.33999365,30.93630305,9.52937227,21.71571795,743.2308583,0.890153315,0.011135798,0.002750384,0.00888346,0.191440376,94.80641176
LightGBM,tpc,0.313943083,85.17340313,6.378000873,6.774536448,32,0.567303551,0,0.003342079,0.005201282,0.862702872,82.74468593
LightGBM,pse_pssm,0.438207644,174.6186345,5.158551661,2,32,0.581665733,0.002095803,0.001562145,0.002265139,0.201673448,72.06056407
LightGBM,aatp,0.172248121,129.535663,9.538009548,6.028854294,32,0.882693217,0.004137538,0.005469442,0.006563374,0.632004479,15.8118271
LightGBM,ctriad,0.296690152,92.19823717,6.974099202,20.31258689,32,0.827976204,0.004956956,0.003400826,0.008482904,0.817151233,53.05857851
LightGBM,ctdt,0.212475378,20,5,2,32,0.629301069,0.012850301,0.00973966,0.003607383,0.44290778,100
