Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.103155049,737.7837997,9.66748184,6.448014679,902.2717179,0.809613723,0,0.001169118,0.005196158,0.698249922,89.44893143
LightGBM,qsorder,0.545710883,658.0548048,7.838788796,19.6584588,32,0.617963156,0.02,0.00422239,0.008995223,0.147077792,89.18316626
LightGBM,tpc,0.224545615,664.381568,5.072596823,9.460293522,34.19167066,0.746625475,0.011385008,0.008420064,0.005208914,0.606377098,9.274047217
LightGBM,pse_pssm,0.256575916,800,5.704745512,18.56827358,32,0.728094173,0.002303023,0.0048179,0.005605675,0.387276571,1
LightGBM,aatp,0.033393763,635.5042851,10,12.30847387,63.74918072,0.5995531,0.006789752,0.005290424,0.005207089,0.952111288,72.85749179
LightGBM,ctriad,0.501621336,799.794817,10,31.90686824,32,0.766746813,0.006964678,0.004681005,0.005986943,0.502891874,100
LightGBM,ctdt,0.678016477,800,6.984165657,2,32,0.580177263,0.011463464,0.002645063,0.005486165,0.34346996,1
