"Model"	"Encoding"	"nrounds"	"objective"	"eval_metric"	"max_depth"	"eta"	"gamma"	"subsample"	"colsample_bytree"	"min_child_weight"	"max_delta_step"	"seed"	"auc"
"xgboost"	"paac"	"209"	"binary:logistic"	"auc"	"7"	"0.0274"	"0.1153"	"0.738"	"0.7689"	"1"	"5"	"823"	"0.9140296"
"xgboost"	"qsorder"	"468"	"binary:logistic"	"auc"	"6"	"0.02"	"0.1941"	"0.8103"	"0.642"	"3"	"9"	"181"	"0.8953894"
"xgboost"	"ctriad"	"499"	"binary:logistic"	"auc"	"6"	"0.0182"	"0.0191"	"0.8568"	"0.5283"	"9"	"0"	"890"	"0.8676568"
"xgboost"	"ctdt"	"380"	"binary:logistic"	"auc"	"5"	"0.0223"	"0.0984"	"0.6153"	"0.6703"	"5"	"1"	"36"	"0.9047968"
"xgboost"	"tpc"	"422"	"binary:logistic"	"auc"	"7"	"0.0205"	"0.0354"	"0.7945"	"0.7329"	"1"	"6"	"969"	"0.9371782"
"xgboost"	"pse_pssm"	"498"	"binary:logistic"	"auc"	"7"	"0.0191"	"0.0929"	"0.8185"	"0.701"	"4"	"4"	"629"	"0.917152"
"xgboost"	"pssm_ac"	"496"	"binary:logistic"	"auc"	"7"	"0.0125"	"0.1357"	"0.8848"	"0.7707"	"5"	"5"	"834"	"0.8540634"
"xgboost"	"aatp"	"360"	"binary:logistic"	"auc"	"6"	"0.0244"	"0.1072"	"0.6137"	"0.6067"	"5"	"2"	"583"	"0.8845276"
