Model,Encoding,learningRate,numLeaves,maxDepth,minDataInLeaf,maxBin,featureFraction,minSumHessian,lambdaL1,lambdaL2,dropRate,maxDrop
LightGBM,paac,0.18991713,20,9.312252142,2.000405346,1024,0.5,0.006465117,0.004592079,0.001584149,0.266459824,1.603295629
LightGBM,qsorder,0.442404587,20,5,32,32,0.837544575,0.005683766,0.006832422,0.005081697,0.651753241,100
LightGBM,tpc,0.471943096,27.16016204,5,2,40.1174439,0.5,0.018830103,0.002865609,0.00342505,0.115322222,100
LightGBM,pse_pssm,0.420337271,800,5,2,32,0.720917831,0.001817528,0.002776951,0.007444832,0.258889588,1
LightGBM,aatp,0.425850971,20,5.134218845,2,1024,0.831456226,0.016532595,0.003934403,0.003487963,0.589475657,100
LightGBM,ctriad,0.427593225,800,6.763039399,13.43181276,875.8714487,0.633762265,0.015020181,0.005834353,0.004148213,0.534429661,87.86292548
LightGBM,ctdt,0.543342465,20,5.118110495,4.44155032,1011.594032,0.744780878,0.012825947,0.006642864,0.00565488,0.495241037,41.18948329
