"Model"	"Encoding"	"mtry"	"time"
"RF"	"paac"	"10"	"0.0544725020726522"
"RF"	"qsorder"	"5"	"0.0892028133074443"
"RF"	"ctriad"	"18"	"0.194233918190002"
"RF"	"ctdt"	"3"	"0.0645602822303772"
"RF"	"tpc"	"20"	"0.215009470780691"
"RF"	"pse_pssm"	"2"	"0.165531396865845"
"RF"	"pssm_ac"	"21"	"0.611327862739563"
"RF"	"aatp"	"20"	"0.249255812168121"
