"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.109541121490077,0.0370279847290401,0.0339423193349534,0.0647989732758202,0.00154283269704334,0.0987412926107736,0.0509134790024301,0.0725131367610369,0.00617133078817335,0.0570848097906035,0.0771416348521669,0.0694274713669502,0.0123426615763467,0.0231424904556501,0.0354851520319968,0.0385708174260834,0.0617133078817335,0,0.0123426615763467,0.0802273002462536,4.47057301978959e-06,1.51117961232324e-06,1.38524797796297e-06,2.64456432156567e-06,6.29658171801351e-08,4.02981229952864e-06,2.07787196694446e-06,2.95939340746635e-06,2.5186326872054e-07,2.329735235665e-06,3.14829085900675e-06,2.83346177310608e-06,5.03726537441081e-07,9.44487257702026e-07,1.44821379514311e-06,1.57414542950338e-06,2.5186326872054e-06,0,5.03726537441081e-07,3.27422249336702e-06,0.0337539061374582,0.0332956579811474,0.0345183079971227,0.0318528659504123,0.0328188706842991,0.03481119796778,0.034348054711888,0.0310904713160866,0.0332218331280273,0.0340765214028396,0.0346202411020172,0.0329234062393869,0.0346364292740909,0.0333360496497225,0.033614692331839,0.0326574166367855,0.0340109099738655,0.0326048248643752,0.0330795642051014,0.0335862772106412,0.032998973567755,0.0320927733491371,0.0317082415848078,0.0321020126027434,0.0347046511759884,0.0335717338525057,0.0329681503932837,0.0335879774122733,0.0323071542723228,0.033558000327253,0.035723133760867,0.0335563099839922,0.0357051129439901,0.0336721670876036,0.0338827625597443,0.0356496274658909,0.0340439991277975,0.032299260409808,0.0333391786600282,0.0326313925022698,0.0357538736728144,0.0329603700072908,0.0338738277102865,0.0331844716472166,0.0314169518965713,0.0326187678559251,0.0331781750654986,0.0321835229412492,0.0326981236753173,0.0350257999287605,0.0321140464585726,0.0321308205522694,0.0324615611001715,0.0311347202142248,0.0346505173617852,0.0334069172861506,0.0325128467582647,0.0327023171987415,0.031416536322178,0.0340728248789026
0.0970150678006658,0.03748309437753,0.0529173097094541,0.063941749232257,0.00220488790456059,0.0837857403733023,0.0176391032364847,0.101424843609787,0.0154342153319241,0.0727613008504993,0.0683515250413782,0.0507124218048935,0.026458654854727,0.0352782064729694,0.0242537669501664,0.0463026459957723,0.0529173097094541,0.00220488790456059,0.0286635427592876,0.0705564129459387,3.64861544579986e-06,1.40969233133176e-06,1.9901538795272e-06,2.40476927109536e-06,8.29230783136332e-08,3.15107697591806e-06,6.63384626509065e-07,3.81446160242713e-06,5.80461548195432e-07,2.73646158434989e-06,2.57061542772263e-06,1.90723080121356e-06,9.95076939763598e-07,1.32676925301813e-06,9.12153861449965e-07,1.7413846445863e-06,1.9901538795272e-06,8.29230783136332e-08,1.07800001807723e-06,2.65353850603626e-06,0.035181220509689,0.0384162792278615,0.0326982757349059,0.0325367956979732,0.0354865348656542,0.032510337484096,0.0346511297382486,0.032949660076147,0.0350313970536414,0.0330856370566428,0.0337647059301082,0.0314587761709669,0.0344533859099496,0.0362887361451274,0.0331347211687301,0.0316883720304239,0.0341592644469432,0.033388579614689,0.0297664029944043,0.0327216464442502,0.03426953640327,0.0321833929572984,0.0320762398149125,0.0334831953234719,0.0307908227988947,0.034307554623942,0.032427816246936,0.0294488085152547,0.0323616162515119,0.0330742708594948,0.0363472085479763,0.0378487216039247,0.0325727987923746,0.0333606675440481,0.0352418273294399,0.0325427225918703,0.0342739408670553,0.0346205178728672,0.0347481447826997,0.0341296795877131,0.0338084272900182,0.0332262492341017,0.032215052047914,0.0354080383476117,0.033137919571082,0.0305863266975246,0.0333696812826608,0.0338677753371673,0.0292928427681415,0.0332546503884241,0.0342949950366391,0.0326829952711456,0.0330230379383863,0.034108243971969,0.0317937779331572,0.0316840789928561,0.0318955079656324,0.0311459496761398,0.0324279902207155,0.0330901475856656
0.105404043787421,0.0210808087574843,0.0351346812624738,0.0316212131362264,0.0105404043787421,0.105404043787421,0.0245942768837317,0.0983771075349267,0.0316212131362264,0.0562154900199581,0.0702693625249476,0.0702693625249476,0.0316212131362264,0.0316212131362264,0.045675085641216,0.0597289581462055,0.0597289581462055,0,0.0245942768837317,0.0878367031561846,3.98397052116788e-06,7.96794104233577e-07,1.32799017372263e-06,1.19519115635037e-06,3.98397052116788e-07,3.98397052116788e-06,9.2959312160584e-07,3.71837248642336e-06,1.19519115635037e-06,2.1247842779562e-06,2.65598034744526e-06,2.65598034744526e-06,1.19519115635037e-06,1.19519115635037e-06,1.72638722583942e-06,2.25758329532847e-06,2.25758329532847e-06,0,9.2959312160584e-07,3.31997543430657e-06,0.0345518924666624,0.0363547738255435,0.0347353840422493,0.034602091493863,0.0374639339027291,0.0356683303417247,0.0343278252530727,0.0341908962651758,0.0351199204801818,0.0339873125707621,0.0327168727121369,0.0304255925813497,0.0334575318199182,0.0345043657833187,0.0325994280130809,0.0318859852834459,0.0345337313499178,0.0347179333487599,0.0335120633046653,0.0329927607698143,0.0318807013787309,0.0315156587160032,0.0331823875634432,0.02732513403873,0.0306244636609656,0.0324424705001302,0.0306924369720701,0.0331706950928659,0.0335383018846321,0.0297656564578094,0.0367755670843399,0.0358396792893107,0.0354420391915929,0.0335432124416956,0.0361500305929096,0.034719346939053,0.0342122937309223,0.0353745108912591,0.0347410595783934,0.0334434670997473,0.03208761569218,0.0330999027619035,0.0345263102874007,0.0335748584475354,0.0313995175836656,0.0321934963487309,0.0336446974507715,0.0340722306072997,0.0327081058209501,0.0352428539454362,0.0319156144048794,0.0317408641779192,0.0339759778795083,0.0302613370454731,0.0312686175922417,0.0329644477641838,0.0307477267265008,0.0322477580272292,0.0320433006600828,0.030043427137867
0.10823313797224,0.0104741746424748,0.0349139154749161,0.0593536563073574,0.0104741746424748,0.0768106140448155,0.0244397408324413,0.104741746424748,0.0349139154749161,0.0803020055923071,0.0593536563073574,0.0803020055923071,0.0279311323799329,0.0209483492849497,0.0384053070224077,0.045388090117391,0.0488794816648826,0.00698278309498322,0.0209483492849497,0.0977589633297651,3.98261278618092e-06,3.85414140598153e-07,1.28471380199384e-06,2.18401346338954e-06,3.85414140598153e-07,2.82637036438646e-06,8.99299661395691e-07,3.85414140598153e-06,1.28471380199384e-06,2.95484174458584e-06,2.18401346338954e-06,2.95484174458584e-06,1.02777104159508e-06,7.70828281196307e-07,1.41318518219323e-06,1.670127942592e-06,1.79859932279138e-06,2.56942760398769e-07,7.70828281196307e-07,3.59719864558277e-06,0.0365097956373591,0.037819738862263,0.0345148033346694,0.0329133662734395,0.0362185112845259,0.0344527435007736,0.0330517884267054,0.0346079927647418,0.0357720768232445,0.0333022702830796,0.0337326666881485,0.0334419769192959,0.0344060674363143,0.0336315943942402,0.0343195633227771,0.0327020819208298,0.0344962312264717,0.0331359428337312,0.0319414456125975,0.0329816187885231,0.031573712703023,0.0321560384078376,0.0332443631102904,0.0286994811720936,0.0313264994874155,0.0325486621460324,0.0320268139764644,0.0321577408103561,0.0302860738838811,0.0285369464213832,0.0368042497510353,0.035637806701653,0.0361460908702739,0.0337680213870932,0.0353681324274765,0.033994747678869,0.0334774705136342,0.0342833200930729,0.0352536515805808,0.0331120208255191,0.0325555085007714,0.0348553003719966,0.0355412990008472,0.0334938634617477,0.0324742888942093,0.0323574056325039,0.0336910413360777,0.0329293859114276,0.0315317329191005,0.0338539430461705,0.0314142458419082,0.0321665100086657,0.0336587564782336,0.0293771650960527,0.0309409187358396,0.0338148235108998,0.0331798665614024,0.032444457839727,0.0308626282767461,0.0310112182750847
0.132990801996377,0.0238701439480676,0.0477402878961352,0.0409202467681159,0.00682004112801932,0.0988905963562801,0.0272801645120773,0.105710637484299,0.0272801645120773,0.0750204524082125,0.0647903907161835,0.0579703495881642,0.0238701439480676,0.0341002056400966,0.0375102262041063,0.0375102262041063,0.0409202467681159,0.00682004112801932,0.0272801645120773,0.0818404935362318,4.91142472195102e-06,8.81537770606594e-07,1.76307554121319e-06,1.51120760675416e-06,2.51867934459027e-07,3.65208504965589e-06,1.00747173783611e-06,3.90395298411492e-06,1.00747173783611e-06,2.7705472790493e-06,2.39274537736075e-06,2.14087744290173e-06,8.81537770606594e-07,1.25933967229513e-06,1.38527363952465e-06,1.38527363952465e-06,1.51120760675416e-06,2.51867934459027e-07,1.00747173783611e-06,3.02241521350832e-06,0.0371477819383988,0.0365312461284012,0.0338295154797091,0.0359680478140535,0.0347560555771767,0.035063528606382,0.0309861220057242,0.0325173153555321,0.0351204002473445,0.034785851995863,0.034015811723162,0.0348915752504233,0.0352337135256762,0.0333586809823581,0.0324039035276061,0.0296641347815266,0.0353124065702319,0.032994370412396,0.0349246681359888,0.0340471624292214,0.0310635731207905,0.0314037431321738,0.0312028260845506,0.032161976890676,0.030919765392563,0.0305612668616502,0.0335141073326513,0.0303160004505797,0.0315115308131837,0.0303828968699962,0.0374800139645658,0.036446209434182,0.0365722189617918,0.0351969822594554,0.0338148443757147,0.034361750408599,0.0314157267396122,0.0334968359216668,0.0359759971873404,0.0337135304990786,0.0322760320433439,0.0356490852018093,0.033405370081268,0.0345832178833689,0.0324307293286886,0.0317241138385638,0.0343852245000906,0.0330613940431773,0.0327226064845364,0.0346393340591663,0.0309753986231942,0.0331159486377811,0.031258183346608,0.031299187446338,0.031979973879784,0.0295487053018477,0.03348637080899,0.0316320435151223,0.0321268254789703,0.0312260198113776
0.0985820528711033,0.0405926100057484,0.0434920821490161,0.0753862757249613,0.00579894428653549,0.0666878592951581,0.0347936657192129,0.0811852200114968,0.0144973607163387,0.0405926100057484,0.0753862757249613,0.0608889150086226,0.0231957771461419,0.0289947214326774,0.0231957771461419,0.0521904985788194,0.0753862757249613,0.00579894428653549,0.0231957771461419,0.104380997157639,3.74881790950565e-06,1.54363090391409e-06,1.65389025419367e-06,2.86674310726903e-06,2.20518700559156e-07,2.53596505643029e-06,1.32311220335494e-06,3.08726180782818e-06,5.5129675139789e-07,1.54363090391409e-06,2.86674310726903e-06,2.31544635587114e-06,8.82074802236624e-07,1.10259350279578e-06,8.82074802236624e-07,1.9846683050324e-06,2.86674310726903e-06,2.20518700559156e-07,8.82074802236624e-07,3.96933661006481e-06,0.0367068154351416,0.0355533343794822,0.0365375767255057,0.0326504628950737,0.0326399041773168,0.0352663962373457,0.033023182210516,0.0342870110870567,0.0347390103793651,0.0346121204900121,0.0319770190273481,0.0352215721376941,0.033658522955018,0.0339553436580076,0.0352173980575966,0.0344559949330912,0.0329656781392874,0.0328266206150851,0.0344742070975175,0.0335425005772052,0.0332181105332885,0.0321460924670719,0.0312234604247263,0.0312568556750309,0.0290798058628272,0.0340426105208396,0.0298249110544153,0.0303893202721933,0.0290507502524795,0.0325579395791932,0.0357844516145365,0.0360097004412226,0.0353652124869685,0.0345406710137077,0.0339266587438708,0.0352871488669705,0.0334002695797011,0.0337521402442483,0.0356332419415631,0.0336666561699765,0.0315408889743913,0.035131947805517,0.0330932193410425,0.031346325324888,0.0331539501911765,0.0359297624122699,0.0306155153252999,0.0328715649691755,0.0355783217591888,0.0326756451296637,0.0341804647422794,0.0319687283312812,0.0339167684801507,0.0310253824080942,0.0315366109116005,0.0339065143605747,0.032607140995335,0.0301003064592485,0.0293792213343551,0.0320754593823518
0.0878895062004888,0.0411982060314791,0.0494378472377749,0.0631705825816013,0.00823964120629582,0.0576774884440707,0.0247189236188875,0.0933826003380193,0.0164792824125916,0.0549309413753055,0.0659171296503666,0.0659171296503666,0.0274654706876527,0.0384516589627138,0.0274654706876527,0.0521843943065402,0.0741567708566624,0.00549309413753055,0.0247189236188875,0.107115335681846,3.29856600100196e-06,1.54620281296967e-06,1.8554433755636e-06,2.37084431322016e-06,3.09240562593934e-07,2.16468393815754e-06,9.27721687781801e-07,3.50472637606458e-06,6.18481125187867e-07,2.06160375062622e-06,2.47392450075147e-06,2.47392450075147e-06,1.03080187531311e-06,1.44312262543836e-06,1.03080187531311e-06,1.95852356309491e-06,2.7831650633454e-06,2.06160375062622e-07,9.27721687781801e-07,4.02012731372114e-06,0.0363680536502682,0.0370955815595287,0.034549894421687,0.0357610782835688,0.0354175890647455,0.0329236490709169,0.0303167889141767,0.0334569164525507,0.0350636846647827,0.036033685988915,0.0321975076186167,0.0334418818538963,0.0347953895876438,0.0339065613635101,0.035040424432312,0.0344821030483169,0.0311701649834015,0.0312113601682312,0.0347075492446359,0.0350163913214962,0.0337593752793685,0.032088528476094,0.031490718336963,0.0301887407700102,0.0300238216047191,0.0341318331540902,0.0299997349362355,0.0309089062851982,0.0296739307339879,0.0320316076613674,0.0354404940600403,0.0365221556998813,0.0343062512165395,0.0353537520822327,0.0367547561430457,0.035149096677908,0.0310646885592423,0.0340644869447035,0.0353708118532691,0.0349139089220366,0.0312603450631955,0.0350772291711612,0.0338435964108427,0.0316792217132478,0.0351569823122541,0.0345388928917789,0.0318653948399481,0.0313506123834167,0.0352153875465094,0.0336346631787355,0.0334772391163377,0.0332283829275996,0.0328289472009157,0.0325564753412142,0.0299484332084658,0.0330387050745232,0.0301835178841497,0.0307225963408822,0.0282839768043602,0.0331688953513753
0.052377867260066,0.0559901339676568,0.0559901339676568,0.0632146673828383,0,0.0704392007980198,0.0325104003683168,0.0541840006138614,0.0234797335993399,0.0415410671372937,0.0541840006138614,0.0487656005524752,0.0162552001841584,0.0505717339062706,0.0541840006138614,0.0487656005524752,0.0505717339062706,0.0126429334765677,0.0325104003683168,0.0632146673828383,2.14926879281723e-06,2.29749422680463e-06,2.29749422680463e-06,2.59394509477942e-06,0,2.89039596275421e-06,1.33402890588656e-06,2.22338150981093e-06,9.6346532091807e-07,1.70459249085505e-06,2.22338150981093e-06,2.00104335882984e-06,6.67014452943279e-07,2.07515607582354e-06,2.22338150981093e-06,2.00104335882984e-06,2.07515607582354e-06,5.18789018955884e-07,1.33402890588656e-06,2.59394509477942e-06,0.0346766355330185,0.0365371371130299,0.0343711889429181,0.0348211124747087,0.0341214843240625,0.0329435519651708,0.0334566630723439,0.0343867104917339,0.0325352825644654,0.0335366839911971,0.0333344304690391,0.0336081283052065,0.0328524054454715,0.0336027458471989,0.0321059700846683,0.0329549797321269,0.0330056511645943,0.0323910577589914,0.0341023898822461,0.0357902204176879,0.0327046682524644,0.0304059035375946,0.0327150083659149,0.0316092584877343,0.0326325175597003,0.0335880029224719,0.0336889590942556,0.033654213603862,0.0313172278561858,0.0307436773861413,0.0352352756374231,0.0356119016426417,0.0328827082506205,0.0354949740090407,0.034315396005369,0.0356891493275642,0.0330900385764103,0.0339870322014567,0.0330553538248573,0.0337764779724777,0.0330616904621602,0.0336987633774381,0.0318935702845358,0.033699726842759,0.0328330601415064,0.0322414702006476,0.0334182022759867,0.0332155855189976,0.0348141820020083,0.0356061282619879,0.0341880258899437,0.0309915444060055,0.0320705662752601,0.0302512843548573,0.0329682046809444,0.0316591072930545,0.0329160441507242,0.0338103548954155,0.0313704456716358,0.0321536614535535
0.0477086543381742,0.0545241763864849,0.0528202958744072,0.0715629815072614,0.0034077610241553,0.0647474594589508,0.0425970128019413,0.0664513399710284,0.0255582076811648,0.0408931322898636,0.0425970128019413,0.0494125348502519,0.0255582076811648,0.0545241763864849,0.0443008933140189,0.034077610241553,0.0511164153623296,0.0119271635845436,0.0357814907536307,0.0408931322898636,1.9695677445241e-06,2.2509345651704e-06,2.18059286000883e-06,2.95435161678616e-06,1.4068341032315e-07,2.67298479613986e-06,1.75854262903938e-06,2.74332650130143e-06,1.05512557742363e-06,1.6882009238778e-06,1.75854262903938e-06,2.03990944968568e-06,1.05512557742363e-06,2.2509345651704e-06,1.82888433420095e-06,1.4068341032315e-06,2.11025115484725e-06,4.92391936131026e-07,1.47717580839308e-06,1.6882009238778e-06,0.034105427113241,0.0355549024187767,0.0349069083110191,0.0332979913642374,0.0340167442219006,0.0347726185019521,0.0324189498663257,0.0329002087019173,0.0345984744165435,0.035521762624369,0.0336638257557918,0.0331589199552894,0.0348789455871593,0.0327019596485163,0.0333751318282129,0.0318176516263298,0.034773117227778,0.0334299664516287,0.0309551374286091,0.0343149164959921,0.0327375920497252,0.0324560343145069,0.0324091065486074,0.0321780976661529,0.0334624766621872,0.0327944517351295,0.0318883316569557,0.0337418793293338,0.0324970075291808,0.0289675824505531,0.0349160256854987,0.0337854938001419,0.0343716793659354,0.0352774624691305,0.0350655018089671,0.0344883903231395,0.0328590372697998,0.0332746090297239,0.0340806405608294,0.0348241594185577,0.0341788868204285,0.0350862315094782,0.0327119105592839,0.034009743156197,0.034811216544808,0.0317210702662074,0.0337109667635232,0.0333177988366931,0.0325333340723902,0.0342701059436821,0.0325145809737941,0.034250058557711,0.0306285721408314,0.030979281814426,0.0315912124443086,0.032866099576998,0.0317183832130702,0.0356026029328988,0.0324229960736737,0.0281318777261675
0.114326568830645,0.0381088562768816,0.047636070346102,0.0619268914499325,0,0.0666904984845427,0.023818035173051,0.0666904984845427,0.0381088562768816,0.100035747726814,0.109562961796035,0.0619268914499325,0.0190544281384408,0.0333452492422714,0.0333452492422714,0.0428724633114918,0.0714541055191529,0.0047636070346102,0.0047636070346102,0.0714541055191529,4.46128032499535e-06,1.48709344166512e-06,1.8588668020814e-06,2.41652684270581e-06,0,2.60241352291395e-06,9.29433401040698e-07,2.60241352291395e-06,1.48709344166512e-06,3.90362028437093e-06,4.27539364478721e-06,2.41652684270581e-06,7.43546720832558e-07,1.30120676145698e-06,1.30120676145698e-06,1.67298012187326e-06,2.78830020312209e-06,1.8588668020814e-07,1.8588668020814e-07,2.78830020312209e-06,0.0379925432839175,0.0402104101232907,0.0296618853748997,0.0331572725450786,0.039535733789929,0.0336336570665748,0.033667640162799,0.0344201995657338,0.0353303081259277,0.0343985094338231,0.0347735167758515,0.0352429068931388,0.0359199669354606,0.032548672204894,0.0354185891969359,0.0346384413638602,0.0311959916822963,0.032163649855436,0.0345283382090265,0.0285581847775406,0.0301572314341972,0.0340495132916464,0.0307174506758955,0.0282343671567061,0.0323956032200509,0.0331365470435924,0.0299195136287097,0.0270191009771537,0.0327271116844428,0.0298835364865808,0.0399050929530062,0.040138864042036,0.0320109689499351,0.0356510019217709,0.0375629021937156,0.0350099902937411,0.0329397889249311,0.034838435476577,0.033239772849451,0.0343020408721684,0.0333840952679646,0.0334995866623779,0.0352791913840185,0.0355704014572326,0.031776900442217,0.0345783800109658,0.0309716207548873,0.0311958558572224,0.0330883123824174,0.0322211696079144,0.0306117627306724,0.0327810417000333,0.0326517017479445,0.0284241553346429,0.0324783810073184,0.0316114798854998,0.0325484974630929,0.0280913809997343,0.0345643269779421,0.0290727139618891
