d_fpssm_0,d_fpssm_1,d_fpssm_2,d_fpssm_3,d_fpssm_4,d_fpssm_5,d_fpssm_6,d_fpssm_7,d_fpssm_8,d_fpssm_9,d_fpssm_10,d_fpssm_11,d_fpssm_12,d_fpssm_13,d_fpssm_14,d_fpssm_15,d_fpssm_16,d_fpssm_17,d_fpssm_18,d_fpssm_19
0.000222302408598,0.000289959663389,0.000219080634561,0.000789334639226,0.000296403211464,0.000280294341276,0.00097619753341,0.000215858860523,0.000273850793201,0.000631467711381,0.000228745956674,0.000596028196966,0.000444604817197,0.000190084668222,9.66532211297e-06,0.0,9.98749951673e-05,0.000270629019163,0.000122427413431,0.000312512081653
0.000244230064721,0.0003088791995,0.000596208687407,0.000581842213012,0.00143664743954,0.000423810994663,0.000646491347791,0.000416627757465,0.00121396708641,0.00071114048257,0.000107748557965,0.000596208687407,0.000739873431361,0.000366345097081,0.000344795385488,0.000150847981151,0.0,0.000905087886907,0.000466910417849,0.000179580929942
0.00144647332617,0.000802005012531,0.00105979233799,0.00146079484425,0.00240601503759,0.000830648048693,0.00193340494092,0.000916577157179,0.00276405298962,0.00173290368779,0.00063014679556,0.00134622269961,0.0028499820981,0.00114572144647,0.00078768349445,0.0,0.000200501253133,0.00242033655567,0.0018761188686,0.00130325814536
0.00143661971831,0.000704225352113,0.000957746478873,0.00121126760563,0.00222535211268,0.000732394366197,0.00170422535211,0.000788732394366,0.00257746478873,0.00180281690141,0.000859154929577,0.0012676056338,0.00278873239437,0.00108450704225,0.000478873239437,5.6338028169e-05,0.0,0.00242253521127,0.00140845070423,0.00123943661972
0.00135963816976,0.000887926968007,0.00109603485113,0.00135963816976,0.00194234024252,0.000665945226005,0.00178972779489,0.00101279169788,0.00259441160965,0.00159549377064,0.000721440661506,0.00137351202864,0.00274702405727,0.00117927800438,0.000846305391382,0.0,0.000166486306501,0.00185909708926,0.00153999833514,0.00127639501651
8.73015873016e-05,0.00034126984127,0.000777777777778,0.000595238095238,0.00234920634921,0.00015873015873,6.34920634921e-05,0.000238095238095,0.00209523809524,0.000436507936508,7.93650793651e-06,0.000246031746032,0.00148412698413,0.000603174603175,0.000619047619048,0.0,1.5873015873e-05,0.00173015873016,0.000825396825397,0.000214285714286
0.000156930440582,0.00043940523363,0.000674800894504,0.0006198752403,0.00211071442583,0.000164776962611,0.000133390874495,0.000164776962611,0.0019145513751,0.000541410020009,0.0,0.000384479579426,0.00155361136176,0.000745419592766,0.000596335674212,9.41582643493e-05,7.84652202911e-05,0.00165561614814,0.000894503511319,0.000345246969281
0.000155813250737,0.000552428798066,0.000557150411725,0.000623253002946,0.000623253002946,0.00060908816197,0.000363564251719,0.000113318727808,0.00144953539322,0.000136926796102,8.49890458563e-05,0.000184142932689,0.000712963662461,0.000727128503437,0.00120873309662,0.0,0.000146370023419,0.00150147314346,0.000698798821485,0.000165256478054
0.000149877373058,0.000436006903443,0.000717594695249,0.000699427740939,0.000608592969389,0.000694886002362,0.000372422563357,0.000236170406031,0.00142610591334,0.000140793895903,0.0,0.000227086928876,0.000563175583613,0.000794804251067,0.00119901898447,0.000122626941593,0.000199836497411,0.00114905986011,0.000640385139431,0.000154419111636
0.00164299342803,0.000529997880008,0.000768496926012,0.00129849480602,0.00246449014204,0.00100699597202,0.00174899300403,0.000450498198007,0.00241149035404,0.00264998940004,0.00156349374603,0.00153699385202,0.00272948908204,0.00121899512402,0.000821496714013,0.0,0.00063599745601,0.00341848632605,0.00188149247403,0.000953996184015
0.00216469211643,0.00055579932719,0.00105309346204,0.00198917653942,0.00257422846278,0.00157964019307,0.00213543952026,0.000819072692701,0.00239871288577,0.00330554336697,0.00187216615475,0.00198917653942,0.00298376480913,0.00160889278924,0.00114085125055,0.0,0.00055579932719,0.00324703817464,0.00213543952026,0.0016381453854
0.000474964760679,0.000223693080836,0.00032175032175,0.000496414782129,0.000671079242508,0.000110314396029,0.000523993381136,0.000536250536251,0.000882515168229,0.000585279156708,0.000340136054422,0.00049335049335,0.000753815039529,0.000530121958693,0.0003432003432,0.000122571551143,0.0,0.000971379542808,0.000600600600601,0.0003861003861
0.000470435199919,0.000186279710035,0.00037255942007,0.000495693465687,0.000599883811977,6.31456644187e-05,0.000511479881791,0.000533580864338,0.000896668434745,0.000568310979768,0.000306256472431,0.000476749766361,0.000713546007931,0.000514637165012,0.000356773003966,0.000116819479175,0.0,0.000931398550176,0.000599883811977,0.000325200171756
0.000503524672709,0.000235828011269,0.00040154499216,0.000595943758206,0.000627812408378,0.000137035195737,0.000509898402743,0.000560888243018,0.000882761609749,0.000576822568103,0.000363302611955,0.000458908562469,0.000771221334149,0.000529019592846,0.000388797532092,0.000137035195737,0.0,0.000965620100195,0.000615064948309,0.000302752176629
0.000384974976627,0.000439971401859,0.000430805330987,0.000375808905754,0.00241984271022,0.000192487488313,0.000421639260115,0.000779116024125,0.00192487488313,0.00111826064639,0.000366642834882,0.000247483913546,0.00175988560744,0.000504133897963,8.24946378485e-05,0.000128324992209,0.0,0.00202570166273,0.000971603512438,0.00066912317366
0.000437598459653,0.000369527588152,0.000972441021452,0.00109885835424,0.00151700799347,0.000243110255363,0.000952992201023,0.000554291382228,0.00138086625046,0.00121555127682,0.000982165431667,0.00131279537896,0.00159480327518,0.00112803158488,0.000564015792442,0.00019448820429,0.0,0.0011377559951,0.0006029134333,0.000943267790808
0.000475232025048,0.000410004100041,0.000894554400089,0.00105296507511,0.00172388087517,0.000326139625033,0.0010343285251,0.000866599575087,0.00142569607514,0.00120205747512,0.00106228335011,0.00132319505013,0.00146296917515,0.0010063737001,0.00080137165008,0.000232956875023,0.0,0.00136978642514,0.00069887062507,0.000894554400089
0.000369192903292,0.000523023279664,0.000799917957133,0.00110757870988,0.00149728233002,0.000153830376372,0.0010768126346,0.000594810788637,0.0012819198031,0.00134345195365,0.00110757870988,0.00144600553789,0.00140498410419,0.0011178340683,0.000779407240283,0.000164085734796,0.0,0.0013639626705,0.000543533996513,0.00104604655933
0.000281718589706,0.000239195028996,0.000738846867342,0.000696323306632,0.000696323306632,0.000356134820949,0.000669746081188,0.000313611260239,0.00123849870569,0.000659115191011,0.000579383514679,0.000552806289235,0.000834524878941,0.000914256555273,0.00048370550308,0.0,1.59463352664e-05,0.00165310342262,0.000712269641898,0.000249825919173
0.000186487638534,0.000287723785166,0.000703324808184,0.000841858482523,0.000463554987212,0.000138533674339,0.000522165387894,0.000575447570332,0.00120950554135,0.000841858482523,0.00036231884058,0.000660699062234,0.000996376811594,0.000607416879795,0.000713981244672,0.0,0.000117220801364,0.00101236146633,0.000895140664962,0.00036231884058
0.00207857469164,0.00175879396985,0.000251256281407,0.00303791685701,0.0,0.000456829602558,0.00308359981727,0.000959342165372,0.00105070808588,0.00303791685701,0.00262677021471,0.00210141617177,0.00178163544998,0.00194152581087,0.00127912288716,0.000365463682047,0.000342622201919,4.56829602558e-05,0.00102786660576,0.0021242576519
0.000321561871949,0.000350272753374,0.000798162503589,0.000694803330462,0.000677576801608,0.000333046224519,0.000723514211886,0.000292850990525,0.00125179443009,0.000861326442722,0.000700545506747,0.000585701981051,0.00091874820557,0.00113695090439,0.000407694516222,4.01952339937e-05,0.0,0.00159632500718,0.000821131208728,0.000241171403962
0.00025730994152,0.000292397660819,0.000789473684211,0.000777777777778,0.000707602339181,0.000315789473684,0.000666666666667,0.000280701754386,0.00128070175439,0.000771929824561,0.000707602339181,0.000508771929825,0.000941520467836,0.00111695906433,0.000391812865497,0.0,1.75438596491e-05,0.00154385964912,0.000783625730994,0.000210526315789
0.000905469032959,0.000214019953245,0.000938395179612,0.00075730137302,0.00256823943894,0.000543281419775,0.0011194889862,0.000707912153041,0.0018603272859,0.00153106581937,0.000625596786408,0.00102071054624,0.00187679035922,0.00118534127951,0.000823153666326,0.000296335319878,0.0,0.00302920549208,0.00103717361957,0.000905469032959
