ac_0,ac_1,ac_2,ac_3,ac_4,ac_5
-0.05568592,-0.01548815,-0.02410213,-0.11747563,-0.10250423,0.00893855
-0.06693916,0.0347314,0.00237365,-0.13145468,-0.12260946,0.00088191
-0.08956918,-0.03595595,-0.03537346,-0.10336766,-0.06717559,0.00832061
-0.00016871,-0.00385037,-0.04465319,-0.160225,-0.06746477,-0.01814119
-0.01456904,0.00551029,-0.07689397,-0.19248041,-0.08573621,0.00464535
-0.0014619,0.01240109,-0.02771241,-0.13690887,-0.11199147,-0.01187676
-0.04901384,0.02091006,-0.00725213,-0.12763351,-0.11152058,-0.01263717
-0.0168957,0.02473413,-0.04309313,-0.14666598,-0.14700935,-0.03244446
0.04959535,0.0399533,-0.06302219,-0.16787847,-0.14317451,-0.00571643
0.01338876,-0.00439788,-0.0373007,-0.06050147,-0.08780375,0.05309663
-0.08998058,-0.05772707,-0.01314482,-0.06456747,-0.11673402,0.08398947
0.05654092,0.00168512,-0.0562744,-0.11292399,-0.13727052,0.02782197
-0.02471713,-0.01475653,-0.07044453,-0.05099258,-0.06752617,0.04078128
-0.0122469,-0.00539404,-0.03249001,-0.01911079,-0.00903962,0.11105779
0.00112497,-0.00974525,-0.02400858,-0.07390852,-0.07525018,0.09334214
0.02173179,-0.00693427,0.03128459,0.02570206,-0.00974751,0.12045752
-0.07395411,-0.07208802,-0.01946013,-0.03785006,-0.07235911,0.07367112
-0.11631225,-0.01587243,-0.07140182,-0.05427127,-0.06614025,0.00616683
0.01814476,0.04644342,-0.08213127,-0.09715724,-0.07391362,-0.00980522
-0.02912858,-0.01673982,-0.06547506,-0.02467865,-0.05609035,0.02223041
-0.07264997,-0.0384496,-0.04293986,-0.11306672,-0.1107522,0.00510014
-0.08256778,-0.01853242,-0.00520782,-0.09058681,-0.06481682,-0.00231612
0.02590728,0.06832785,-0.06685159,-0.15297787,-0.11543272,-0.00425752
-0.00316282,0.05363153,-0.02580125,-0.10505964,-0.04935415,0.02829351
-0.03199022,-0.04024077,-0.03992174,-0.1580204,-0.16458373,-0.02718189
-0.00397634,-0.00177328,-0.0396148,-0.15723933,-0.14667616,-0.00278001
-0.04853421,-0.03581686,-0.04314464,-0.1369827,-0.12877945,0.02401255
-0.05618733,-0.08540188,-0.01026836,-0.13965718,-0.09395553,0.03962519
-0.08738401,-0.06049184,-0.02031715,-0.09625183,-0.06630182,-0.03838122
-0.02979171,0.00019037,-0.03047548,-0.19781047,-0.07065797,-0.07810763
-0.06902222,0.0013412,-0.03985801,-0.12866987,-0.08918789,-0.06786461
-0.05697447,-0.01577501,-0.04138015,-0.11704954,-0.07298502,-0.06589309
-0.09391148,-0.02423713,-0.04982753,-0.11010189,-0.04702336,-0.02611097
-0.09416175,-0.07534088,-0.01477659,-0.10917848,-0.10075786,-0.03346903
0.01843122,-0.0094845,-0.08644068,-0.13526478,-0.11155478,0.06984379
-0.01786228,-0.00101201,-0.02994441,-0.09568576,-0.07278232,-0.08930148
-0.0707466,-0.05893375,-0.03298712,-0.04631083,-0.01065669,0.00361786
-0.11300715,-0.09759369,0.02906536,-0.09563728,-0.06707815,0.04182649
-0.06839842,-0.05813162,0.02403458,-0.07454539,-0.05732638,0.05666762
0.00069324,0.02263572,0.08493491,0.00598767,-0.01724497,0.02414908
-0.10435766,-0.09703629,0.05648431,-0.04038365,-0.02082402,0.04746764
-0.04690681,-0.13838367,0.03456639,-0.06663667,0.00533512,0.03238443
-0.04739708,-0.05451032,0.08773799,-0.10344462,-0.12879247,0.00582134
0.00446502,-0.0946427,0.0498605,-0.02187876,-0.01927944,0.01388018
-0.08279295,-0.10309309,0.06179561,-0.09998133,-0.10015043,-0.00399947
0.01864769,-0.00561829,-0.00459529,-0.0227231,-0.06112282,-0.006184
-0.06104627,-0.05463271,0.01225607,-0.04534028,-0.02379803,0.01772233
-0.07897399,-0.12014253,0.03799939,-0.03970276,-0.00629303,0.04245859
-0.04497467,-0.07961201,0.03284044,-0.10046965,-0.08734315,0.00449358
-0.12324248,-0.04358128,-0.01644418,-0.08430282,-0.05307439,-0.01372902
-0.08650053,0.00031467,0.04092675,-0.14402655,-0.07458645,-0.0092851
-0.01570952,0.01058695,-0.02283618,-0.08969059,-0.01983904,-0.05367529
0.02553674,-0.0174513,0.10526452,-0.03480319,-0.03145033,0.03845244
-0.05065576,0.0234981,0.03491562,-0.07077472,-0.08923838,-0.01000759
-0.05596153,-0.01783773,0.00758253,-0.04501194,-0.05647418,0.03289497
-0.07496369,-0.04233989,0.05573287,-0.07850591,-0.09676076,-0.00477416
-0.06305885,0.00457188,0.03324057,-0.10467761,-0.07016667,0.00256121
-0.07939121,-0.07202401,0.05474194,-0.00686703,-0.03027047,0.01269156
-0.04293393,-0.01986679,-0.0086928,-0.09082163,-0.09129134,0.03392295
-0.00690956,-0.03682789,-0.02761648,-0.10068525,-0.0379136,-0.01167666
0.01913529,-0.01819132,0.013412,-0.11117182,-0.1010261,0.03731193
-0.00842122,-0.01265019,0.00389478,-0.09285405,-0.12408955,0.01564885
-0.07505332,-0.03365107,-0.0280483,-0.05110076,-0.08376924,0.00551067
0.07020904,0.08518305,0.01438948,-0.12515278,-0.08933258,-0.06512554
0.05464841,0.01003603,0.02274802,-0.02384427,-0.07775907,0.00230453
-0.02549455,-0.03055341,0.02529641,-0.05011808,-0.09072377,-0.05722519
0.0347154,-0.00992651,0.00270973,-0.04766621,-0.06612766,-0.02927767
0.05749689,-0.01208211,0.03998811,0.02099246,0.05082795,-0.0373826
0.00588345,0.03170876,0.03092072,-0.14366111,-0.14718561,-0.01689147
-0.01204351,-0.01354246,0.00660889,0.03551216,-0.0263402,-0.03194254
0.07435025,0.04319175,0.00429174,-0.03517926,-0.04380696,0.03965092
0.00303511,0.02829994,-0.02051156,-0.077198,-0.04226434,-0.05545039
-0.00041321,-0.07122506,0.05450468,-0.03840474,-0.04975383,-0.0644252
0.0263743,0.06479917,0.03986751,-0.0618915,-0.00904232,-0.04183885
-0.06017898,-0.04075527,0.04381687,-0.09169624,-0.10739174,-0.0190889
0.06669071,0.06546256,0.03468919,-0.09786723,-0.05318504,0.01057207
0.0570824,0.03694646,0.01756949,-0.07042637,-0.04306839,0.04641473
0.14025466,-0.07874138,-0.07224458,0.02321708,-0.1166164,-0.04497798
0.00143998,-0.00240073,-0.01170195,-0.07577184,-0.06554421,-0.06938221
0.0222205,0.03661125,-0.00328913,-0.06963623,-0.03955367,-0.04265451
0.15864369,0.03323877,0.13849588,-0.09018531,-0.11828656,-0.07218533
-0.05936142,-0.04777988,0.05861551,-0.0865929,-0.07873617,-0.04214906
-0.06141313,-0.07323285,-0.02961667,-0.15175745,-0.12746793,-0.00052096
-0.01756094,-0.03723327,-0.09459186,-0.03394295,-0.08099044,-0.04483544
0.02238136,-0.05347767,0.01186151,-0.10602927,-0.03244062,-0.03756672
-0.07811829,-0.11348309,-0.04066455,-0.00556541,-0.00551985,-0.01055769
0.0356629,-0.01341597,-0.06473446,0.03251362,0.04673496,0.04029462
-0.03548739,-0.0524133,0.01514128,-0.02621993,-0.06177429,0.01717681
-0.16604016,-0.11218169,0.01407891,-0.08574051,0.06280029,0.0267211
0.05550166,0.16256717,-0.07266745,-0.12753428,-0.09030874,-0.06569509
-0.07570583,-0.0026519,-0.04366553,-0.09086292,-0.12202456,-0.00725323
-0.0372132,-0.04492885,-0.03001457,-0.14727963,-0.08419347,-0.05888708
-0.00595348,0.0119698,-0.05193089,0.03410198,-0.0669249,0.01682339
-0.16375854,-0.074543,-0.01742708,0.00842991,-0.03168068,-0.04900539
-0.0066633,-0.05110574,-0.02673602,-0.06878608,-0.08271598,0.01970542
-0.09750054,-0.1019842,0.0070618,-0.04686429,-0.01466634,-0.01382417
-0.11387248,-0.1546532,-0.03988019,-0.06692783,-0.05013741,-0.03701869
-0.03784662,-0.10120326,0.07876999,-0.07610368,-0.05469815,-0.07925577
-0.06662265,-0.0888921,-0.01743569,-0.01724884,0.0069923,0.02252964
-0.0641394,-0.1286027,0.01819255,-0.04567985,-0.04766721,-0.00432404
-0.08190545,-0.07963645,-0.04172049,-0.13504471,-0.15343619,-0.01521711
