moran_0,moran_1,moran_2,moran_3,moran_4,moran_5,moran_6,moran_7,moran_8,moran_9,moran_10,moran_11,moran_12,moran_13,moran_14,moran_15,moran_16,moran_17,moran_18,moran_19,moran_20,moran_21,moran_22,moran_23,moran_24,moran_25,moran_26,moran_27,moran_28,moran_29,moran_30,moran_31,moran_32,moran_33,moran_34,moran_35,moran_36,moran_37,moran_38,moran_39,moran_40,moran_41,moran_42,moran_43,moran_44,moran_45,moran_46,moran_47,moran_48,moran_49,moran_50,moran_51,moran_52,moran_53,moran_54,moran_55,moran_56,moran_57,moran_58,moran_59,moran_60,moran_61,moran_62,moran_63,moran_64,moran_65,moran_66,moran_67,moran_68,moran_69,moran_70,moran_71,moran_72,moran_73,moran_74,moran_75,moran_76,moran_77,moran_78,moran_79
-0.0217395517138,-0.208521531342,-0.0264861598431,0.0279531180821,-0.00369085598371,-0.124973969376,0.0333803053146,-0.0190224753676,-0.0419849576309,0.000224877193079,-0.00847991605203,-0.0585123021458,0.0738401562818,-0.0391569812963,-0.0477294283821,0.0029320359677,-0.0353882744216,0.00674526445226,0.133610281608,-0.0359976315509,-0.0739234411658,-0.0258389156153,-0.0423867851755,-0.0309195380924,0.0211925718708,-0.00854040181064,0.0657077847944,-0.0300963659806,-0.0657809483693,-0.00797904548353,-0.0411891143955,0.0216615043746,-0.0204381121483,-0.0228652501868,0.035173571092,0.00218078720905,0.105367468427,0.0341677550235,-0.00126943638498,-0.0354340630429,-0.0662801337476,0.00187391936655,-0.0424933455618,-0.037219552404,0.0222220315869,0.0294616654611,0.0742328229943,-0.00288794073158,-0.0465950324212,-0.0308250988086,-0.0659106708177,-0.0329744672067,-0.035666143689,-0.0362972728908,0.00827691670882,-0.000303898090513,0.0664731609568,-0.0328163251129,-0.0635829368681,-0.00261084281529,-0.0261911837482,-0.029133430643,-0.0520520998216,-0.0768891287804,0.0559359030063,0.0273571883661,-0.00632001040915,0.044309479365,-0.10380628032,0.0388747126231,0.0230866422462,-0.0547340224474,-0.0567331510898,-0.00795742877825,0.0372619165089,0.0154944943377,-0.026705472664,-0.0147266047432,-0.0505114161904,0.004816723982
-0.104951440821,-0.0852133880016,-0.0295748744137,0.0676714261907,-0.0799993289904,0.0129457962704,0.0500493974247,-0.0295614923739,0.0579303081963,0.0113212491309,-0.133027069281,-0.0443965867845,0.0260087243675,0.0627311694529,-0.0370457697363,0.0310496207815,0.00361622464695,-0.0254979220589,0.083806657437,0.0289721813012,-0.01294829918,-0.0554233048864,-0.0525126295302,0.00134700154911,-0.0501606905221,-0.00160702347852,0.0613647604212,0.0158163495415,-0.0450849051248,-0.0566181709125,-0.099816835635,-0.00977710655699,0.02804214333,-0.0584168720687,-0.0648993235404,-0.00841313657075,-0.0200152778011,0.0203659133818,-0.00403834794629,0.00852531165064,-0.00648760859322,-0.0650069895172,-0.0204170066847,0.00157247969659,-0.0476843481197,-0.0243081289757,0.0659961012401,0.029855397717,-0.0352768538,-0.036970371082,-0.00714063746392,-0.0752207092897,-0.0427586449094,0.0197680432696,-0.0515362705597,-0.028299253912,0.0283968774292,0.0039721130607,-0.0288082337441,-0.0459140462207,0.0462238216602,-0.0714323860565,-0.0144354761747,-0.0223650456411,-0.0312446960192,-0.0528621635679,-0.0309314922015,-0.0792029882866,0.049058546655,-0.00297225069268,-0.0323479066221,0.0917511352716,-0.102275300046,0.040856829981,0.0248494023367,0.0262050095409,-0.0702554892498,0.0441226092777,-0.0644823717861,0.0530352896424
-0.0561512014632,-0.10076828689,-0.00313486052935,-0.0699201854514,-0.0541472728597,-0.0422927766478,0.0507348627606,-0.0793065214212,0.0304119521889,0.0180800765541,0.0260706788789,-0.00453970199297,0.0185215498738,-0.0601357599498,-0.0277224768593,-0.0951798874985,0.0395537842042,-0.0663338608896,-0.0202840317741,0.0804903624647,-0.0165137978074,-0.0251477454959,0.0252838575595,0.0747135954622,0.00989207046828,0.0159075490096,-0.0369801919732,0.0914172777842,0.00309687396453,-0.00833214496385,-0.0625286643572,0.0553281739732,-0.024307696055,-0.021412015261,-0.0713522317874,0.00920005835014,0.0667921400229,0.0254059618946,0.0681451801356,0.0334427606474,0.00915529255413,-0.030734580579,0.0419784790476,0.105713238036,0.00451615593251,0.0388584040593,-0.025792051948,0.0841186985135,-0.00549473043409,-0.0136159902584,-0.0114717490066,-0.0284966820186,0.0335347601769,0.0602683735153,-0.0161825281103,0.0194344495518,-0.0494578688856,0.0344974584914,-0.00571408731356,-0.0163411219199,-0.0728293906376,-0.0170205020155,0.0434517491205,0.0228847405644,-0.0188485507649,0.0228434756382,-0.0427073755126,-0.047931487887,0.0506007528451,-0.0169010330103,-0.0523260304154,-0.00759602231871,0.0190719225033,-0.0055140464033,0.0848760646366,0.0396335944754,-0.0519688777584,-0.0180327938364,0.0538572725904,-0.023968966832
-0.0123760232716,-0.160613627928,-0.0173614144919,-0.0297139425178,-0.0432744946101,-0.0769908038649,-0.104162988183,-0.0418934003276,0.111552750961,-0.0607511958055,-0.0550234610242,-0.0446151237576,-0.00781768552986,-0.0243790815229,-0.0236356620841,0.000668790537152,-0.0750464643368,-0.0297318479186,0.0797887063275,0.0078000694911,0.0651936615145,-0.0626553207134,0.0403056172468,0.0696723986018,-0.0411903686298,-0.00522311470694,-0.00719496050011,0.0585134675757,0.082703765124,-0.0782312599814,-0.0340471947876,0.0187309354023,-0.0424600817485,-0.0441759316888,-0.0493543690366,-0.00781337941318,0.0197349000108,-0.05578571588,0.0292241619189,-0.108063778383,0.0868211514499,-0.0183579871013,0.0756531489914,0.10880310624,-0.0585772640641,0.0251726979512,0.0432979102106,0.0544832546044,0.0930959834007,-0.0352990744644,0.0644715132674,-0.0506699545317,0.0573141042924,0.0704759041107,-0.0478750501948,0.0215928703059,-0.0351760696023,0.0175996174162,0.0838435668088,-0.104646651438,-0.00941986721553,-0.04045769294,0.104531897137,-0.00103084612318,-0.0641684651305,0.0442665585873,-0.099339583691,-0.0611491980936,0.173737818059,-0.102574623041,-0.0551987523998,-0.0653995389944,-0.0177789485541,-0.0410711603247,0.0456655259994,-0.0863093828622,-0.0139632629971,0.0523949423817,0.0467419970313,-0.147072569532
-0.010070607144,-0.039403220807,0.100001747864,-0.196830285841,-0.153878326021,-0.029119406666,0.00516163425696,-0.152458782834,0.139989581509,-0.00177050227001,0.0136177073375,0.0240762623334,-0.00185818626636,-0.077567221398,0.0171880200137,-0.0491438936211,0.106114657291,-0.00342974934381,0.0521318125469,-0.101930401026,0.0589030299027,-3.87685827023e-05,-0.0711825214814,-0.0808312067935,-0.131618835373,-0.134283784572,-0.0681265281009,0.046084411841,0.152449172445,0.0615994103372,0.065189829703,-0.0784175568124,0.0991307366996,-0.0567393896599,-0.0223163602033,-0.0707231206112,-0.0628895668126,-0.0347661404741,-0.0406341006966,-0.0174592536721,0.0421260498236,-0.0410544753821,-0.0317831212381,-0.0613558395938,-0.123535203254,-0.112356175041,-0.0661831455362,0.0369957583003,0.150705965148,0.0798366568134,0.070107789204,-0.0403935262893,-0.0486860628092,-0.101679413501,-0.161669884131,-0.142679372936,-0.0842251728423,0.0209802820773,0.18161607031,0.0469674582774,-0.0476245697338,-0.0662615302584,-0.0715520181595,0.00590723241217,-0.114102755647,-0.0336868773895,-0.0861120704106,-0.0785211610359,0.175851016831,-0.0215482260153,0.0451825408454,-0.0669641211168,-0.0543739792211,-0.0425743085121,-0.110285314566,-0.0357405629155,-0.0273198332055,0.0636022965444,-0.0509121289063,-0.0644431075406
-0.0592229914236,-0.181263763915,0.0097147479341,0.000577968620894,0.00375869760492,0.0257873191765,-0.0513931424638,0.000193209336469,-0.0350082075877,0.0398449027877,-0.174843592458,-0.0337492672439,0.02412629262,0.000202815453816,0.0458810307419,-0.0289800816874,0.0875093369142,-0.0236995668664,-0.0465711279247,0.0769750604622,0.055486569153,0.0110620944252,-0.0453949305083,0.0185091558082,0.021704794664,0.101119623645,-0.0274418967654,-0.102142390266,-0.092430716691,0.00851138144106,-0.0193587164043,-0.0785945269243,0.0136174885784,0.0539481150392,-0.0317479509187,-0.0850994699815,0.0208350298435,0.0319943139129,0.093356752048,0.15438162022,0.0665000727581,0.046249914142,0.0380042740287,0.00507438609093,-0.0134889576735,0.0806080852434,-0.0103737450344,-0.102123827462,-0.0893230783705,0.0288906425495,0.0682060547214,-0.0151163931715,-0.0594625302251,0.0450986900262,0.030194807835,0.111339004339,-0.0586186314589,-0.0698001181425,-0.0382151447552,0.0550497291285,0.0924896991229,0.0138048670095,-0.0249464637063,-0.0656030755736,0.00963345172749,-0.00439741113072,-0.0596324628493,0.0515724815423,0.118353382033,0.0435252099326,-0.16768318309,0.0494622524281,-0.0644606711302,0.150292509498,-0.0264141932842,0.0308884936861,-0.0146885221144,0.0238723070974,0.0822377822414,0.0253720807894
-0.103699008236,-0.0447668342572,-0.0281743171402,0.00654124362197,-0.0630341095368,-0.0385102582469,-0.0292706381544,-0.0663366368056,0.0196898419852,-0.0398145951373,-0.0289667214626,-0.0570466303975,-0.0127933177122,-0.00402293276167,-0.0386245148105,-0.0119382259625,-0.0203166375936,-0.00764233328565,0.0576460723786,-0.0248918569267,-0.00720691422959,0.0144394832838,0.0369286307594,0.00985880033384,-0.0278187936307,0.00223911633255,-0.0274549662442,-0.0501250228331,0.0255190422324,-0.0463809275983,-0.0615411732211,-0.0174039332979,0.000568496825523,-0.010250110046,-0.0689313434591,0.0158221631657,-0.0563028859977,0.0402408792286,-0.0299322408706,-0.0217352523963,-0.00857473208767,0.0121260680028,0.0439649272585,0.00774527627195,-0.0478970297266,0.0170713855929,-0.0233811256701,-0.0281930459935,0.0025299392508,-0.052431185464,-0.0279572101566,-0.00687557857381,0.0169169614526,0.0220333421256,-0.0394552198535,0.000109091065012,-0.042556749082,-0.0518602531314,-0.000758023430091,-0.0449752208277,-0.0469224121619,-0.0494396502366,-0.00012185033268,-0.00822020029241,-0.0167178691406,0.0177753801434,-0.0351778071869,-0.0231254217791,-0.0207224046625,0.000575156411555,-0.013003400137,-0.0207058826451,0.0231653962708,0.0154554204455,0.0600337534895,0.00518502263559,0.00198372759872,-0.00221898251468,-0.00207519639442,-0.00919344148628
-0.178971751041,-0.0244487107874,-0.0970034634267,-0.00953533010733,-0.0846855751245,0.0892313636739,-0.00550404427512,-0.0348919040679,-0.0400613221127,-0.0633523159107,-0.0829336533581,-0.114130010445,0.00368679691834,-0.10438179277,0.00169907555005,-0.0684874761023,0.0843535364404,0.0443930009443,-0.134925122784,-0.166241298131,-0.195152538682,0.0877054174206,-0.169542981174,0.116812700921,-0.0566676300823,0.149350941205,-0.0933179612604,0.154115414775,-0.042219881836,0.109556513634,-0.079977783351,0.0222091550944,-0.0766499300942,0.094942653555,0.0690546142522,-0.0236224703199,-0.0383237643229,0.000823120145734,-0.0883525339759,0.0560555505345,-0.152176480727,0.0496957537597,-0.155934683853,0.166693680891,-0.0433237863553,0.107160383567,-0.0974531753138,0.167526640909,-0.0298300713675,0.124792425401,-0.231586408092,0.0912542744685,-0.180801338555,0.103289335876,-0.0288854330487,0.163817500899,-0.129053901735,0.123482167833,-0.0603199589635,0.0536570875186,-0.0711703782771,-0.0201822845275,-0.117665158475,0.0845123774881,0.00775068010968,0.00379782294982,-0.179557540831,0.0496066078595,-0.0422520432085,-0.103762926289,-0.000571639267392,-0.0633813683105,-0.00953718443796,0.0219845887827,-0.0328732821731,-0.0541979456461,-0.022005935467,-0.114633493994,0.13112912195,0.0868154748805
-0.0750695706494,-0.168250580976,-0.029076851157,-0.0156656039733,-0.172225205234,-0.0115160641403,0.191561961498,-0.0341957929918,-0.0825941693923,0.000712475667053,-0.0560688781369,-0.048436501644,-0.0239275044452,-0.0136518200011,-0.140139448405,-0.0555404800646,0.0278335351279,-0.0907752188117,-0.039392498053,-0.0627167288696,-0.0161481314773,0.105868772438,-0.164078747305,0.0142694437357,-0.126025651058,-0.0257380766838,0.0228925748367,0.100308585387,-0.146262468787,0.143323538436,0.105455416349,-0.0059556201789,-0.0934126568353,0.0096448373896,-0.124008330201,0.0927345153028,0.0962526026094,-0.0536366281202,-0.00339284628962,0.0115621406665,-0.0149156700128,0.0540971816267,-0.124358778629,0.0574127096095,-0.142206914178,-0.0107276664761,-0.0135102424966,0.116254880741,-0.140200149851,0.131329026795,0.00601281635882,0.0145018010639,-0.131901727631,0.0482141667324,-0.159015368477,-0.0143810447513,0.00406058760557,0.0866313551245,-0.13978653001,0.118364878505,0.058019449921,-0.121168927516,-0.0408197702531,-0.0100460264653,-0.174817929689,-0.000883496968332,-0.0888539371545,0.0689883028626,-0.0927493785481,-0.0220672027591,0.00414530637855,0.00972610829493,-0.0419932595789,-0.163384466457,-0.0430345797276,-0.0127258079421,0.0253001539391,0.0285434465124,0.0068300361922,0.00478574766522
-0.159238114016,-0.103475288946,-0.00421516937105,-0.0625484976784,-0.0899174515472,0.042967801152,-0.00944909684628,0.0339589632077,0.0666481066356,-0.0903134511509,-0.0768259817938,0.0506422985906,0.0638824625682,-0.154354314607,-0.00774417011279,0.0457411136325,-0.0633797517644,-0.0538665386449,-0.109222990475,-0.0385896924831,-0.0840869614194,-0.0804143953909,-0.128453354868,0.0606220707943,0.0510492705242,0.00286607428489,-0.0258109723233,0.110412032929,0.0256188716539,0.0658532602242,-0.054304993207,0.102861607662,0.00421546640645,0.0855808066534,-0.00466720469681,0.0691475286168,0.13567732738,0.0555643515632,-0.0261457588978,0.0548639064357,-0.0690954347931,-0.0618637271794,-0.0832369888288,0.062136707612,0.0467366392215,0.031774685859,-0.0181310485232,0.0929515859205,0.0208529722326,0.0852944448798,-0.079170411796,-0.122239606324,-0.114454484355,0.0257887100449,0.0724788242423,0.00213950589722,-0.0276177704857,0.0895925824203,0.0402931206708,0.0217518374252,0.00568361162164,-0.0221407467906,-0.132017367077,0.0100140945408,0.0391605963612,-0.0127221692517,-0.0959800098315,0.0965532575569,-0.0341321081461,-0.0827909811037,-0.0646188527931,-0.0221254241997,-0.04801953848,-0.0156529519515,-0.0241102550198,-0.0663869745178,-0.0678667368448,0.0740379411374,0.0674319617122,-0.0219265948579
