gtpc_0,gtpc_1,gtpc_2,gtpc_3,gtpc_4,gtpc_5,gtpc_6,gtpc_7,gtpc_8,gtpc_9,gtpc_10,gtpc_11,gtpc_12,gtpc_13,gtpc_14,gtpc_15,gtpc_16,gtpc_17,gtpc_18,gtpc_19,gtpc_20,gtpc_21,gtpc_22,gtpc_23,gtpc_24,gtpc_25,gtpc_26,gtpc_27,gtpc_28,gtpc_29,gtpc_30,gtpc_31,gtpc_32,gtpc_33,gtpc_34,gtpc_35,gtpc_36,gtpc_37,gtpc_38,gtpc_39,gtpc_40,gtpc_41,gtpc_42,gtpc_43,gtpc_44,gtpc_45,gtpc_46,gtpc_47,gtpc_48,gtpc_49,gtpc_50,gtpc_51,gtpc_52,gtpc_53,gtpc_54,gtpc_55,gtpc_56,gtpc_57,gtpc_58,gtpc_59,gtpc_60,gtpc_61,gtpc_62,gtpc_63,gtpc_64,gtpc_65,gtpc_66,gtpc_67,gtpc_68,gtpc_69,gtpc_70,gtpc_71,gtpc_72,gtpc_73,gtpc_74,gtpc_75,gtpc_76,gtpc_77,gtpc_78,gtpc_79,gtpc_80,gtpc_81,gtpc_82,gtpc_83,gtpc_84,gtpc_85,gtpc_86,gtpc_87,gtpc_88,gtpc_89,gtpc_90,gtpc_91,gtpc_92,gtpc_93,gtpc_94,gtpc_95,gtpc_96,gtpc_97,gtpc_98,gtpc_99,gtpc_100,gtpc_101,gtpc_102,gtpc_103,gtpc_104,gtpc_105,gtpc_106,gtpc_107,gtpc_108,gtpc_109,gtpc_110,gtpc_111,gtpc_112,gtpc_113,gtpc_114,gtpc_115,gtpc_116,gtpc_117,gtpc_118,gtpc_119,gtpc_120,gtpc_121,gtpc_122,gtpc_123,gtpc_124
0.0041928721174,0.0062893081761,0.0083857442348,0.0020964360587,0.0041928721174,0.0020964360587,0.0041928721174,0.0062893081761,0.0125786163522,0.0020964360587,0.0062893081761,0.0020964360587,0.0020964360587,0.0104821802935,0.0041928721174,0.0020964360587,0.0083857442348,0.0020964360587,0.020964360587,0.0083857442348,0.0,0.0083857442348,0.0020964360587,0.0062893081761,0.0020964360587,0.0041928721174,0.0083857442348,0.0,0.0083857442348,0.0041928721174,0.0083857442348,0.0083857442348,0.0041928721174,0.020964360587,0.0041928721174,0.0020964360587,0.0041928721174,0.0104821802935,0.0125786163522,0.0104821802935,0.0146750524109,0.0125786163522,0.0146750524109,0.0251572327044,0.0104821802935,0.0041928721174,0.0,0.0020964360587,0.0167714884696,0.0020964360587,0.0020964360587,0.0020964360587,0.0041928721174,0.0083857442348,0.0020964360587,0.0041928721174,0.0083857442348,0.0041928721174,0.0167714884696,0.0104821802935,0.0020964360587,0.0083857442348,0.0083857442348,0.0146750524109,0.0083857442348,0.0083857442348,0.0125786163522,0.0041928721174,0.0125786163522,0.0083857442348,0.0041928721174,0.0146750524109,0.0,0.0146750524109,0.0041928721174,0.0125786163522,0.0083857442348,0.0104821802935,0.0146750524109,0.0041928721174,0.0041928721174,0.0167714884696,0.0125786163522,0.020964360587,0.0041928721174,0.0083857442348,0.0251572327044,0.0146750524109,0.0062893081761,0.0125786163522,0.0167714884696,0.0104821802935,0.0356394129979,0.0230607966457,0.0146750524109,0.0125786163522,0.0104821802935,0.0083857442348,0.0146750524109,0.0,0.0020964360587,0.0020964360587,0.0041928721174,0.0083857442348,0.0041928721174,0.0062893081761,0.0083857442348,0.0125786163522,0.0062893081761,0.0041928721174,0.0,0.0041928721174,0.0062893081761,0.0020964360587,0.0020964360587,0.0083857442348,0.0125786163522,0.0104821802935,0.0188679245283,0.0041928721174,0.0,0.0041928721174,0.0020964360587,0.0020964360587,0.0
0.0,0.00470588235294,0.0,0.00235294117647,0.0,0.00470588235294,0.00705882352941,0.00235294117647,0.00941176470588,0.00470588235294,0.00235294117647,0.0,0.00235294117647,0.00235294117647,0.0,0.00235294117647,0.00705882352941,0.00941176470588,0.0282352941176,0.00705882352941,0.0,0.00705882352941,0.00235294117647,0.00235294117647,0.0,0.00235294117647,0.00470588235294,0.00235294117647,0.00705882352941,0.00235294117647,0.00235294117647,0.0188235294118,0.0117647058824,0.0282352941176,0.00235294117647,0.00235294117647,0.00705882352941,0.00235294117647,0.0164705882353,0.0,0.0117647058824,0.0164705882353,0.0188235294118,0.0517647058824,0.0141176470588,0.0,0.0117647058824,0.00235294117647,0.00705882352941,0.0,0.00235294117647,0.00470588235294,0.0,0.00705882352941,0.00235294117647,0.00235294117647,0.00470588235294,0.0,0.0141176470588,0.00235294117647,0.0,0.00235294117647,0.00235294117647,0.00705882352941,0.00235294117647,0.00705882352941,0.0117647058824,0.0141176470588,0.0282352941176,0.00235294117647,0.0,0.00235294117647,0.0,0.00470588235294,0.00235294117647,0.00235294117647,0.00941176470588,0.00470588235294,0.0329411764706,0.00470588235294,0.00941176470588,0.0258823529412,0.00470588235294,0.0447058823529,0.00705882352941,0.0117647058824,0.0117647058824,0.00470588235294,0.0305882352941,0.00705882352941,0.0329411764706,0.0376470588235,0.0188235294118,0.0541176470588,0.0211764705882,0.00941176470588,0.0188235294118,0.00470588235294,0.00941176470588,0.00470588235294,0.0,0.00470588235294,0.0,0.00470588235294,0.00235294117647,0.00235294117647,0.00705882352941,0.00941176470588,0.0164705882353,0.00470588235294,0.0,0.00235294117647,0.00235294117647,0.00705882352941,0.0,0.0,0.0164705882353,0.00470588235294,0.00235294117647,0.00235294117647,0.00235294117647,0.0,0.00235294117647,0.00235294117647,0.0
0.0,0.00502512562814,0.00502512562814,0.00502512562814,0.00502512562814,0.00251256281407,0.00502512562814,0.0,0.0201005025126,0.0,0.00502512562814,0.00502512562814,0.0,0.0125628140704,0.00251256281407,0.0125628140704,0.0100502512563,0.00502512562814,0.0276381909548,0.0,0.00251256281407,0.00251256281407,0.0,0.00502512562814,0.0,0.00502512562814,0.00753768844221,0.00251256281407,0.0100502512563,0.00251256281407,0.00753768844221,0.0100502512563,0.00753768844221,0.0276381909548,0.0,0.00251256281407,0.00502512562814,0.00502512562814,0.00753768844221,0.00753768844221,0.0125628140704,0.0226130653266,0.0251256281407,0.0402010050251,0.00502512562814,0.0,0.0,0.00251256281407,0.00502512562814,0.0,0.00502512562814,0.00251256281407,0.00502512562814,0.00753768844221,0.0,0.00502512562814,0.00502512562814,0.00251256281407,0.0175879396985,0.0,0.0,0.0,0.0,0.0100502512563,0.00251256281407,0.00502512562814,0.00753768844221,0.00502512562814,0.0326633165829,0.0,0.00251256281407,0.0,0.0,0.0125628140704,0.00502512562814,0.0100502512563,0.00753768844221,0.0100502512563,0.0226130653266,0.00251256281407,0.0100502512563,0.0276381909548,0.0175879396985,0.0326633165829,0.00753768844221,0.0125628140704,0.0175879396985,0.00753768844221,0.0201005025126,0.00502512562814,0.0226130653266,0.0527638190955,0.0276381909548,0.0753768844221,0.0150753768844,0.0125628140704,0.00753768844221,0.00251256281407,0.00753768844221,0.0,0.0,0.00502512562814,0.00251256281407,0.0100502512563,0.0,0.00251256281407,0.00502512562814,0.0,0.00753768844221,0.0,0.0,0.00251256281407,0.0,0.0,0.00251256281407,0.0,0.00251256281407,0.0,0.0175879396985,0.0100502512563,0.0,0.00502512562814,0.0,0.0,0.0
0.0,0.0102301790281,0.0,0.0076726342711,0.0076726342711,0.00511508951407,0.0102301790281,0.00511508951407,0.0255754475703,0.0,0.0,0.00255754475703,0.0,0.00511508951407,0.00255754475703,0.00511508951407,0.0102301790281,0.00511508951407,0.0204603580563,0.00511508951407,0.0,0.0076726342711,0.0,0.0102301790281,0.0,0.0102301790281,0.0076726342711,0.00255754475703,0.0102301790281,0.00255754475703,0.0076726342711,0.0179028132992,0.0102301790281,0.0230179028133,0.00511508951407,0.0076726342711,0.0076726342711,0.00255754475703,0.0230179028133,0.00255754475703,0.0127877237852,0.0204603580563,0.0076726342711,0.0485933503836,0.0076726342711,0.00511508951407,0.0076726342711,0.00255754475703,0.00511508951407,0.00255754475703,0.00511508951407,0.0076726342711,0.0,0.0076726342711,0.0,0.00511508951407,0.0076726342711,0.0,0.0076726342711,0.00511508951407,0.00255754475703,0.0,0.0,0.00511508951407,0.0,0.00511508951407,0.0076726342711,0.0076726342711,0.0204603580563,0.0076726342711,0.0,0.00255754475703,0.0,0.0076726342711,0.0,0.0127877237852,0.0153452685422,0.0076726342711,0.0127877237852,0.00511508951407,0.0127877237852,0.0230179028133,0.0179028132992,0.0306905370844,0.0127877237852,0.00511508951407,0.0127877237852,0.00511508951407,0.0153452685422,0.00511508951407,0.0255754475703,0.0434782608696,0.0179028132992,0.0537084398977,0.0127877237852,0.0076726342711,0.0076726342711,0.00511508951407,0.0153452685422,0.00255754475703,0.0,0.00511508951407,0.0,0.0076726342711,0.00255754475703,0.00255754475703,0.00511508951407,0.0102301790281,0.0102301790281,0.0,0.00511508951407,0.00255754475703,0.0,0.0,0.0,0.00511508951407,0.0127877237852,0.00511508951407,0.0102301790281,0.00511508951407,0.00255754475703,0.00255754475703,0.0,0.0,0.0
0.00423728813559,0.00423728813559,0.00423728813559,0.0127118644068,0.0,0.0254237288136,0.00423728813559,0.00423728813559,0.021186440678,0.00847457627119,0.00847457627119,0.0127118644068,0.00423728813559,0.00423728813559,0.0,0.0,0.00847457627119,0.00423728813559,0.021186440678,0.00423728813559,0.0,0.0,0.0,0.0,0.00423728813559,0.00847457627119,0.021186440678,0.0169491525424,0.00847457627119,0.0,0.00847457627119,0.00847457627119,0.00423728813559,0.0127118644068,0.00847457627119,0.0,0.00423728813559,0.00423728813559,0.0169491525424,0.0,0.021186440678,0.00847457627119,0.0381355932203,0.0254237288136,0.00423728813559,0.0,0.0,0.00847457627119,0.021186440678,0.00423728813559,0.0,0.00847457627119,0.0,0.00423728813559,0.00423728813559,0.0127118644068,0.0127118644068,0.0,0.0338983050847,0.0,0.00847457627119,0.00847457627119,0.00423728813559,0.00423728813559,0.0,0.0127118644068,0.0169491525424,0.0,0.0169491525424,0.0,0.0,0.0,0.0,0.00423728813559,0.00423728813559,0.0127118644068,0.021186440678,0.00423728813559,0.0127118644068,0.0,0.00847457627119,0.0169491525424,0.0169491525424,0.0296610169492,0.0169491525424,0.0,0.0296610169492,0.00847457627119,0.0169491525424,0.00847457627119,0.0127118644068,0.0296610169492,0.0169491525424,0.0254237288136,0.0127118644068,0.00847457627119,0.0,0.0,0.0127118644068,0.00847457627119,0.0,0.00847457627119,0.00423728813559,0.00423728813559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423728813559,0.00423728813559,0.00423728813559,0.0,0.0,0.0254237288136,0.00423728813559,0.00847457627119,0.00847457627119,0.00847457627119,0.0,0.00423728813559,0.00847457627119,0.0
0.0,0.0,0.0,0.0,0.0,0.0154639175258,0.00515463917526,0.00515463917526,0.00515463917526,0.0,0.00515463917526,0.0,0.0103092783505,0.00515463917526,0.0,0.00515463917526,0.00515463917526,0.0,0.0309278350515,0.00515463917526,0.0,0.0,0.0,0.00515463917526,0.0,0.0,0.0,0.0154639175258,0.0103092783505,0.00515463917526,0.00515463917526,0.020618556701,0.0103092783505,0.0463917525773,0.0,0.0,0.0,0.0,0.020618556701,0.00515463917526,0.00515463917526,0.0103092783505,0.0103092783505,0.0515463917526,0.00515463917526,0.00515463917526,0.0103092783505,0.0,0.0257731958763,0.0,0.0,0.00515463917526,0.0,0.0103092783505,0.0,0.0103092783505,0.0,0.0,0.00515463917526,0.00515463917526,0.0,0.0,0.0,0.0103092783505,0.0,0.00515463917526,0.020618556701,0.0,0.0309278350515,0.0,0.0,0.0,0.0,0.00515463917526,0.0,0.0,0.020618556701,0.00515463917526,0.0257731958763,0.0,0.0,0.0360824742268,0.0103092783505,0.020618556701,0.0360824742268,0.0103092783505,0.020618556701,0.0,0.020618556701,0.0,0.020618556701,0.0567010309278,0.0360824742268,0.0927835051546,0.0103092783505,0.0,0.020618556701,0.0,0.00515463917526,0.0,0.0,0.00515463917526,0.0,0.0,0.0,0.0,0.020618556701,0.0,0.0103092783505,0.0,0.0,0.0,0.0,0.0,0.0,0.0154639175258,0.0103092783505,0.0,0.0103092783505,0.00515463917526,0.0,0.0,0.0,0.0,0.0
0.00237529691211,0.00356294536817,0.0,0.00475059382423,0.00356294536817,0.00356294536817,0.00593824228029,0.00118764845606,0.0178147268409,0.0106888361045,0.0,0.00118764845606,0.00475059382423,0.0118764845606,0.00356294536817,0.00712589073634,0.0106888361045,0.00356294536817,0.0190023752969,0.00237529691211,0.0,0.00118764845606,0.00356294536817,0.00712589073634,0.00356294536817,0.00118764845606,0.00712589073634,0.0083135391924,0.00593824228029,0.00475059382423,0.0083135391924,0.00712589073634,0.00475059382423,0.0142517814727,0.00593824228029,0.00356294536817,0.00712589073634,0.00356294536817,0.0142517814727,0.00356294536817,0.0106888361045,0.0225653206651,0.020190023753,0.0320665083135,0.0083135391924,0.00475059382423,0.00237529691211,0.00356294536817,0.0106888361045,0.00356294536817,0.00118764845606,0.00356294536817,0.00475059382423,0.00475059382423,0.00118764845606,0.00356294536817,0.00593824228029,0.0083135391924,0.0154394299287,0.00237529691211,0.00237529691211,0.00475059382423,0.00118764845606,0.0083135391924,0.00237529691211,0.0166270783848,0.0106888361045,0.0142517814727,0.0273159144893,0.00593824228029,0.00237529691211,0.00237529691211,0.00475059382423,0.00593824228029,0.00475059382423,0.0083135391924,0.021377672209,0.00593824228029,0.0225653206651,0.00593824228029,0.0106888361045,0.0154394299287,0.0166270783848,0.0391923990499,0.00593824228029,0.00712589073634,0.0154394299287,0.00593824228029,0.0296912114014,0.0083135391924,0.0237529691211,0.0320665083135,0.0225653206651,0.0451306413302,0.0106888361045,0.00237529691211,0.0083135391924,0.0083135391924,0.00950118764846,0.0,0.00118764845606,0.00356294536817,0.00237529691211,0.00475059382423,0.0,0.00118764845606,0.00593824228029,0.00118764845606,0.00712589073634,0.0,0.00237529691211,0.00712589073634,0.00356294536817,0.0106888361045,0.00237529691211,0.00593824228029,0.0118764845606,0.00712589073634,0.00950118764846,0.00118764845606,0.00237529691211,0.00118764845606,0.00593824228029,0.00237529691211,0.00118764845606
0.0,0.0,0.00591715976331,0.0118343195266,0.0,0.00591715976331,0.0,0.0,0.0,0.0,0.0177514792899,0.0,0.0,0.0295857988166,0.0,0.0,0.0236686390533,0.0,0.0236686390533,0.0118343195266,0.00591715976331,0.0,0.0,0.00591715976331,0.0,0.0,0.0,0.0118343195266,0.0177514792899,0.0,0.0,0.0,0.0,0.0177514792899,0.00591715976331,0.0,0.0,0.0,0.00591715976331,0.0,0.0177514792899,0.0118343195266,0.0177514792899,0.0355029585799,0.0,0.0,0.00591715976331,0.0118343195266,0.0,0.0,0.0,0.0,0.00591715976331,0.0118343195266,0.0,0.0,0.0,0.0,0.00591715976331,0.00591715976331,0.0,0.0,0.0,0.0118343195266,0.0,0.00591715976331,0.0118343195266,0.00591715976331,0.0473372781065,0.0118343195266,0.00591715976331,0.0,0.0,0.0118343195266,0.0,0.0118343195266,0.0,0.0177514792899,0.0177514792899,0.0118343195266,0.0177514792899,0.0236686390533,0.00591715976331,0.0532544378698,0.00591715976331,0.0,0.0118343195266,0.0118343195266,0.0295857988166,0.0177514792899,0.0236686390533,0.0473372781065,0.0414201183432,0.0650887573964,0.0177514792899,0.00591715976331,0.00591715976331,0.0,0.0295857988166,0.0,0.00591715976331,0.00591715976331,0.00591715976331,0.0,0.0,0.00591715976331,0.0,0.0,0.00591715976331,0.0,0.0,0.0,0.0,0.00591715976331,0.0,0.0118343195266,0.0118343195266,0.0,0.0236686390533,0.0,0.0,0.0,0.0,0.0,0.0
0.00561797752809,0.0,0.00561797752809,0.0112359550562,0.0,0.0,0.00561797752809,0.0,0.0112359550562,0.00561797752809,0.00561797752809,0.0,0.0,0.0112359550562,0.0,0.0168539325843,0.00561797752809,0.00561797752809,0.0280898876404,0.00561797752809,0.0,0.0,0.00561797752809,0.0,0.0,0.0,0.0,0.0,0.0168539325843,0.0,0.0,0.0,0.00561797752809,0.0168539325843,0.0,0.0,0.0112359550562,0.0,0.0112359550562,0.0112359550562,0.00561797752809,0.0224719101124,0.0168539325843,0.0337078651685,0.0,0.0,0.0,0.00561797752809,0.00561797752809,0.0,0.0,0.00561797752809,0.0,0.00561797752809,0.0,0.00561797752809,0.0,0.00561797752809,0.0112359550562,0.0,0.0,0.0,0.0,0.0168539325843,0.00561797752809,0.00561797752809,0.0112359550562,0.0112359550562,0.0505617977528,0.00561797752809,0.0,0.00561797752809,0.0,0.0168539325843,0.0,0.0168539325843,0.0168539325843,0.00561797752809,0.0224719101124,0.00561797752809,0.0112359550562,0.0168539325843,0.0168539325843,0.0393258426966,0.00561797752809,0.00561797752809,0.0112359550562,0.0224719101124,0.0337078651685,0.00561797752809,0.0224719101124,0.0449438202247,0.0449438202247,0.0730337078652,0.0168539325843,0.0112359550562,0.0,0.0,0.0224719101124,0.0,0.0,0.0,0.00561797752809,0.00561797752809,0.0,0.0,0.0,0.00561797752809,0.0,0.0,0.0,0.0,0.0,0.0112359550562,0.0,0.0112359550562,0.00561797752809,0.0,0.0224719101124,0.00561797752809,0.0,0.0,0.0,0.0,0.0
0.00588235294118,0.0,0.00588235294118,0.0117647058824,0.0,0.0,0.0,0.0,0.00588235294118,0.0,0.0117647058824,0.00588235294118,0.0,0.0235294117647,0.0,0.00588235294118,0.0117647058824,0.0,0.0352941176471,0.00588235294118,0.0,0.0117647058824,0.0,0.0,0.0,0.0,0.0,0.00588235294118,0.00588235294118,0.0,0.0,0.0,0.00588235294118,0.0117647058824,0.0,0.00588235294118,0.00588235294118,0.0,0.0117647058824,0.0,0.0176470588235,0.0117647058824,0.0176470588235,0.0294117647059,0.0,0.00588235294118,0.0,0.00588235294118,0.00588235294118,0.0,0.0,0.00588235294118,0.00588235294118,0.0117647058824,0.0,0.0,0.0,0.0,0.0176470588235,0.0,0.0,0.0,0.0,0.0117647058824,0.0,0.0176470588235,0.0235294117647,0.00588235294118,0.0411764705882,0.0117647058824,0.0,0.0,0.00588235294118,0.0117647058824,0.0,0.0176470588235,0.0,0.0176470588235,0.0235294117647,0.00588235294118,0.00588235294118,0.0176470588235,0.0176470588235,0.0352941176471,0.0176470588235,0.00588235294118,0.0,0.0117647058824,0.0470588235294,0.0176470588235,0.0176470588235,0.0411764705882,0.0470588235294,0.0647058823529,0.0117647058824,0.0117647058824,0.00588235294118,0.0,0.0176470588235,0.0,0.0,0.0,0.00588235294118,0.00588235294118,0.00588235294118,0.00588235294118,0.0,0.0,0.0117647058824,0.0,0.0,0.00588235294118,0.0,0.00588235294118,0.0,0.00588235294118,0.00588235294118,0.00588235294118,0.0117647058824,0.00588235294118,0.0,0.0,0.0,0.0,0.0
0.00584795321637,0.00584795321637,0.0,0.0116959064327,0.0,0.0,0.0,0.00584795321637,0.0116959064327,0.0,0.0,0.00584795321637,0.0,0.0233918128655,0.0,0.0,0.0175438596491,0.00584795321637,0.0292397660819,0.00584795321637,0.0,0.0,0.0,0.00584795321637,0.0,0.00584795321637,0.0,0.00584795321637,0.0116959064327,0.0,0.00584795321637,0.0,0.0,0.0116959064327,0.0,0.00584795321637,0.0,0.00584795321637,0.0175438596491,0.0116959064327,0.0233918128655,0.00584795321637,0.0116959064327,0.0175438596491,0.0116959064327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116959064327,0.0,0.0,0.0,0.0,0.00584795321637,0.0,0.0,0.0,0.0,0.0116959064327,0.0,0.0292397660819,0.0175438596491,0.0233918128655,0.0233918128655,0.00584795321637,0.0,0.00584795321637,0.00584795321637,0.0175438596491,0.0,0.0116959064327,0.0116959064327,0.0175438596491,0.0292397660819,0.0,0.0116959064327,0.0175438596491,0.0350877192982,0.0409356725146,0.0,0.0,0.0,0.00584795321637,0.0409356725146,0.0175438596491,0.0116959064327,0.046783625731,0.0175438596491,0.105263157895,0.0175438596491,0.0116959064327,0.0,0.00584795321637,0.0233918128655,0.0,0.0,0.0,0.00584795321637,0.0,0.00584795321637,0.00584795321637,0.0,0.0,0.0,0.0,0.00584795321637,0.0,0.0,0.00584795321637,0.0,0.00584795321637,0.0175438596491,0.0,0.0233918128655,0.0,0.0,0.0,0.0,0.0,0.0
