aac_pssm_0,aac_pssm_1,aac_pssm_2,aac_pssm_3,aac_pssm_4,aac_pssm_5,aac_pssm_6,aac_pssm_7,aac_pssm_8,aac_pssm_9,aac_pssm_10,aac_pssm_11,aac_pssm_12,aac_pssm_13,aac_pssm_14,aac_pssm_15,aac_pssm_16,aac_pssm_17,aac_pssm_18,aac_pssm_19
-0.748062015504,-0.976744186047,-0.961240310078,-1.27906976744,-2.40697674419,-0.918604651163,-0.670542635659,-1.75581395349,-1.63565891473,-0.825581395349,-0.910852713178,-0.790697674419,-0.779069767442,-1.62403100775,-2.2480620155,-0.550387596899,-0.639534883721,-2.95736434109,-1.57364341085,-0.806201550388
-0.763358778626,-0.988549618321,-0.992366412214,-1.20610687023,-2.35496183206,-0.812977099237,-0.641221374046,-1.77480916031,-1.5572519084,-0.843511450382,-0.900763358779,-0.767175572519,-0.751908396947,-1.59541984733,-2.23664122137,-0.511450381679,-0.614503816794,-2.92366412214,-1.50381679389,-0.790076335878
-0.95652173913,-2.75362318841,-2.27536231884,-2.69565217391,-3.20289855072,-1.98550724638,-1.44927536232,-3.05797101449,-2.8115942029,-1.97101449275,-2.79710144928,-1.6231884058,-2.05797101449,-3.91304347826,-3.88405797101,-1.42028985507,-1.11594202899,-5.24637681159,-3.76811594203,-1.26086956522
-1.00462962963,-0.902777777778,-1.10185185185,-1.98611111111,-1.24537037037,-1.72222222222,-1.74074074074,-1.86111111111,-0.902777777778,-0.643518518519,-1.375,-1.16203703704,-1.09259259259,-1.24537037037,-2.1712962963,-1.23611111111,-1.27314814815,-2.30555555556,-1.05092592593,-1.08333333333
0.0142180094787,-1.16587677725,-1.16587677725,-1.22274881517,-0.592417061611,-0.872037914692,-0.957345971564,-1.50710900474,-0.744075829384,-0.682464454976,-1.06161137441,-1.04739336493,-0.473933649289,-1.25118483412,-1.86255924171,-0.658767772512,-0.483412322275,-1.80568720379,-1.12322274882,-0.530805687204
0.00909090909091,-1.11818181818,-1.12272727273,-1.15454545455,-0.772727272727,-0.895454545455,-0.959090909091,-1.54545454545,-0.845454545455,-0.731818181818,-1.11818181818,-0.977272727273,-0.477272727273,-1.22727272727,-1.95,-0.704545454545,-0.663636363636,-2.0,-1.20454545455,-0.609090909091
-1.06156716418,-1.20149253731,-0.899253731343,-0.89552238806,-1.90111940299,-1.06343283582,-1.13992537313,-1.75559701493,-0.701492537313,-1.40485074627,-1.5447761194,-1.36007462687,-0.863805970149,-1.19776119403,-1.79291044776,-1.07462686567,-1.0,-1.03358208955,-0.651119402985,-1.4197761194
-0.413793103448,-2.95019157088,-3.10727969349,-3.46360153257,-3.50957854406,-2.87739463602,-3.1877394636,-2.45977011494,-3.21455938697,-2.62068965517,-2.83524904215,-3.40996168582,-2.26819923372,-3.80842911877,-4.40996168582,-2.12260536398,-2.06896551724,-4.70114942529,-3.95019157088,-1.8275862069
-1.12202380952,-2.52976190476,-2.59226190476,-2.88392857143,-3.83333333333,-2.55357142857,-2.40178571429,-2.63392857143,-2.46726190476,-2.17261904762,-2.57142857143,-2.25892857143,-2.42857142857,-3.17857142857,-3.97321428571,-1.95238095238,-1.77083333333,-4.60714285714,-3.29761904762,-1.73511904762
-0.919037199125,-2.57986870897,-2.66958424508,-2.94748358862,-3.68927789934,-2.56455142232,-2.37636761488,-2.57986870897,-2.37417943107,-2.01969365427,-2.38512035011,-2.40700218818,-2.15536105033,-2.99562363239,-3.85120350109,-1.84245076586,-1.68708971554,-4.45514223195,-3.0,-1.6170678337
-0.967988865692,-1.11203897008,-0.696590118302,-0.925539318024,-1.85455810717,-0.809324982603,-0.561586638831,-1.89352818372,-0.963813500348,-0.672929714683,-1.10299234516,-0.404314544189,-0.684064022269,-1.01183020181,-1.95407098121,-0.908837856646,-0.89074460682,-2.456506611,-0.823242867084,-1.10577592206
-0.693726937269,-1.49077490775,-1.37638376384,-1.66420664207,-2.63099630996,-1.30996309963,-1.55719557196,-1.54243542435,-1.72693726937,-1.65313653137,-2.0295202952,-1.28044280443,-1.57933579336,-2.11070110701,-2.19926199262,-0.715867158672,-0.760147601476,-2.53136531365,-1.19557195572,-1.28782287823
-0.822784810127,-1.17721518987,-1.26582278481,-1.73417721519,-2.73417721519,-1.08860759494,-1.32911392405,-1.93670886076,-1.35443037975,-1.75949367089,-2.13924050633,-1.01265822785,-1.35443037975,-2.60759493671,-2.69620253165,-0.569620253165,-0.240506329114,-3.53164556962,-2.40506329114,-1.69620253165
-0.500721500722,-0.727272727273,-0.935064935065,-0.948051948052,-1.04617604618,-0.681096681097,-0.621933621934,-1.32756132756,-0.356421356421,-0.831168831169,-1.22799422799,-0.858585858586,-0.25974025974,-1.15873015873,-1.47041847042,-0.640692640693,-0.585858585859,-2.07359307359,-1.12842712843,-0.722943722944
-0.967567567568,-1.17837837838,-0.875675675676,-1.27027027027,-2.12432432432,-0.767567567568,-0.881081081081,-1.7027027027,-1.16216216216,-0.821621621622,-1.40540540541,-0.583783783784,-0.589189189189,-1.61081081081,-2.02702702703,-0.772972972973,-0.383783783784,-2.75135135135,-1.54594594595,-0.583783783784
-0.956989247312,-1.09139784946,-0.768817204301,-1.25268817204,-2.15053763441,-0.790322580645,-0.763440860215,-1.71505376344,-1.09139784946,-0.747311827957,-1.41397849462,-0.586021505376,-0.569892473118,-1.59677419355,-2.08602150538,-0.774193548387,-0.408602150538,-2.70430107527,-1.51075268817,-0.602150537634
-0.905263157895,-1.13684210526,-0.857894736842,-1.17894736842,-2.16315789474,-0.8,-0.7,-1.74736842105,-1.08947368421,-0.784210526316,-1.45789473684,-0.521052631579,-0.578947368421,-1.63684210526,-1.95263157895,-0.826315789474,-0.468421052632,-2.69473684211,-1.39473684211,-0.521052631579
-0.829787234043,-1.07978723404,-0.904255319149,-1.15957446809,-2.10638297872,-0.739361702128,-0.744680851064,-1.6914893617,-1.17553191489,-0.781914893617,-1.39893617021,-0.537234042553,-0.5,-1.59042553191,-1.98936170213,-0.835106382979,-0.372340425532,-2.6914893617,-1.51063829787,-0.585106382979
-0.983957219251,-1.17112299465,-0.877005347594,-1.2192513369,-2.07486631016,-0.882352941176,-0.791443850267,-1.68449197861,-1.10695187166,-0.828877005348,-1.45989304813,-0.598930481283,-0.647058823529,-1.62032085561,-2.04812834225,-0.802139037433,-0.475935828877,-2.77005347594,-1.41711229947,-0.620320855615
-1.02688172043,-1.27956989247,-0.924731182796,-1.3064516129,-2.14516129032,-0.844086021505,-0.881720430108,-1.87634408602,-1.18279569892,-0.833333333333,-1.41935483871,-0.688172043011,-0.634408602151,-1.60215053763,-1.98387096774,-0.854838709677,-0.478494623656,-2.7688172043,-1.36559139785,-0.58064516129
-0.893617021277,-1.14361702128,-0.877659574468,-1.14893617021,-2.16489361702,-0.696808510638,-0.75,-1.70744680851,-1.14361702128,-0.803191489362,-1.3829787234,-0.510638297872,-0.494680851064,-1.54255319149,-1.96276595745,-0.856382978723,-0.377659574468,-2.67553191489,-1.39361702128,-0.601063829787
-0.176470588235,-0.826797385621,-0.542483660131,-0.777777777778,-1.38562091503,-0.323529411765,-0.245098039216,-1.2614379085,-0.885620915033,-0.790849673203,-1.13725490196,-0.21568627451,-0.464052287582,-1.38562091503,-1.53267973856,-0.418300653595,-0.558823529412,-2.64705882353,-1.32352941176,-0.611111111111
-0.194539249147,-0.856655290102,-0.491467576792,-0.696245733788,-1.34129692833,-0.290102389078,-0.17747440273,-1.20819112628,-0.866894197952,-0.767918088737,-1.10921501706,-0.180887372014,-0.474402730375,-1.38907849829,-1.37883959044,-0.358361774744,-0.576791808874,-2.67918088737,-1.35153583618,-0.627986348123
-0.222602739726,-0.821917808219,-0.619863013699,-0.797945205479,-1.28767123288,-0.332191780822,-0.157534246575,-1.27397260274,-0.784246575342,-0.719178082192,-1.04794520548,-0.215753424658,-0.448630136986,-1.38356164384,-1.53424657534,-0.482876712329,-0.633561643836,-2.63356164384,-1.29452054795,-0.626712328767
-0.171140939597,-0.798657718121,-0.536912751678,-0.728187919463,-1.18456375839,-0.241610738255,-0.164429530201,-1.20134228188,-0.781879194631,-0.714765100671,-1.06375838926,-0.134228187919,-0.375838926174,-1.35234899329,-1.30872483221,-0.359060402685,-0.560402684564,-2.51342281879,-1.15100671141,-0.590604026846
-0.220338983051,-0.762711864407,-0.620338983051,-0.796610169492,-1.23728813559,-0.328813559322,-0.24406779661,-1.2406779661,-0.803389830508,-0.68813559322,-1.05423728814,-0.206779661017,-0.379661016949,-1.33559322034,-1.52542372881,-0.433898305085,-0.569491525424,-2.58983050847,-1.24406779661,-0.549152542373
-0.198630136986,-0.797945205479,-0.575342465753,-0.767123287671,-1.31164383562,-0.332191780822,-0.243150684932,-1.24315068493,-0.828767123288,-0.626712328767,-1.04794520548,-0.219178082192,-0.376712328767,-1.30136986301,-1.5102739726,-0.469178082192,-0.568493150685,-2.62671232877,-1.21917808219,-0.592465753425
-0.136054421769,-0.857142857143,-0.605442176871,-0.785714285714,-1.22108843537,-0.316326530612,-0.190476190476,-1.29591836735,-0.945578231293,-0.778911564626,-1.07823129252,-0.149659863946,-0.47619047619,-1.42176870748,-1.47959183673,-0.391156462585,-0.544217687075,-2.58163265306,-1.34693877551,-0.625850340136
-0.302158273381,-0.838129496403,-0.658273381295,-0.798561151079,-1.23741007194,-0.392086330935,-0.291366906475,-1.25539568345,-0.805755395683,-0.705035971223,-0.971223021583,-0.251798561151,-0.424460431655,-1.1654676259,-1.47841726619,-0.442446043165,-0.604316546763,-2.59712230216,-1.1690647482,-0.586330935252
-0.239864864865,-0.858108108108,-0.618243243243,-0.783783783784,-1.20608108108,-0.364864864865,-0.222972972973,-1.21959459459,-0.831081081081,-0.804054054054,-1.06756756757,-0.277027027027,-0.402027027027,-1.2972972973,-1.53378378378,-0.452702702703,-0.635135135135,-2.51351351351,-1.28716216216,-0.570945945946
-0.32,-0.99,-0.565,-0.88,-1.54,-0.4,-0.36,-1.315,-1.015,-0.71,-0.99,-0.2,-0.525,-1.535,-1.795,-0.48,-0.6,-2.73,-1.625,-0.645
-0.233676975945,-0.85910652921,-0.563573883162,-0.721649484536,-1.26804123711,-0.295532646048,-0.178694158076,-1.26804123711,-0.80412371134,-0.797250859107,-1.12027491409,-0.192439862543,-0.477663230241,-1.33676975945,-1.43642611684,-0.405498281787,-0.580756013746,-2.69072164948,-1.29553264605,-0.639175257732
-1.22619047619,-0.912698412698,-1.0,-1.21825396825,-0.52380952381,-1.14682539683,-1.36904761905,-1.86111111111,-0.261904761905,-0.896825396825,-1.35317460317,-1.15476190476,-0.587301587302,-0.746031746032,-2.06746031746,-1.02777777778,-0.996031746032,-0.52380952381,-0.746031746032,-1.20634920635
-1.07636363636,-0.92,-0.985454545455,-1.17454545455,-0.545454545455,-1.16727272727,-1.32727272727,-1.8,-0.258181818182,-0.992727272727,-1.25818181818,-1.16363636364,-0.647272727273,-0.727272727273,-1.86181818182,-0.996363636364,-0.978181818182,-0.781818181818,-0.734545454545,-1.13818181818
-1.18705035971,-1.38129496403,-1.98561151079,-1.71942446043,-2.3381294964,-1.6690647482,-1.38848920863,-2.07913669065,-0.525179856115,-1.85611510791,-1.61151079137,-2.10071942446,-1.15107913669,-1.41726618705,-2.47482014388,-1.86330935252,-1.46762589928,-1.68345323741,-1.47482014388,-1.40287769784
-0.0930735930736,-0.714285714286,-1.00865800866,-0.991341991342,-1.03463203463,-0.634199134199,-0.658008658009,-1.28138528139,-0.214285714286,-0.731601731602,-0.807359307359,-0.995670995671,0.0411255411255,-1.04545454545,-1.68398268398,-0.703463203463,-0.627705627706,-1.19480519481,-0.893939393939,-0.766233766234
-0.415430267062,-0.637982195846,-0.53412462908,-0.807121661721,-0.118694362018,-0.661721068249,-0.896142433234,-0.985163204748,0.0771513353116,-0.593471810089,-1.04747774481,-0.649851632047,0.0445103857567,-0.836795252226,-1.09792284866,-0.356083086053,-0.338278931751,-1.34421364985,-0.504451038576,-0.572700296736
-0.44966442953,-0.906040268456,-0.232662192394,-0.626398210291,-0.791946308725,-0.597315436242,-0.559284116331,-1.2841163311,-0.165548098434,-0.557046979866,-0.814317673378,-0.642058165548,-0.366890380313,-0.492170022371,-1.38255033557,-0.519015659955,-0.592841163311,-1.06711409396,-0.427293064877,-0.897091722595
-0.272727272727,-0.76802507837,-1.19749216301,-1.21630094044,-1.50470219436,-0.981191222571,-0.733542319749,-1.21003134796,-0.686520376176,-1.11912225705,-1.20062695925,-1.11285266458,-0.76802507837,-1.40752351097,-1.52664576803,-0.8934169279,-0.786833855799,-1.81191222571,-1.02194357367,-0.899686520376
-0.230188679245,-1.10943396226,-1.39245283019,-1.27924528302,-1.81886792453,-1.23018867925,-1.07169811321,-1.01132075472,-1.31320754717,-1.02264150943,-1.28301886792,-1.38490566038,-0.754716981132,-1.40377358491,-1.25283018868,-0.864150943396,-0.641509433962,-2.38490566038,-1.55471698113,-0.675471698113
-0.429906542056,-2.246105919,-2.67912772586,-2.91277258567,-2.9937694704,-2.61682242991,-2.47040498442,-1.8722741433,-2.26479750779,-1.71028037383,-1.92834890966,-2.77881619938,-1.78504672897,-2.83489096573,-3.65420560748,-1.84423676012,-1.82242990654,-3.78816199377,-2.78504672897,-1.39563862928
-0.551829268293,-2.25609756098,-2.5487804878,-2.83536585366,-2.96646341463,-2.54268292683,-2.41768292683,-1.80182926829,-2.28658536585,-1.62195121951,-1.8993902439,-2.53048780488,-1.77134146341,-2.82012195122,-3.55792682927,-1.81707317073,-1.76524390244,-3.77134146341,-2.75,-1.3993902439
-0.480812641084,-0.781038374718,-1.04514672686,-1.01128668172,-0.553047404063,-0.837471783296,-0.893905191874,-1.52595936795,0.0338600451467,-1.0835214447,-1.13769751693,-1.30248306998,-0.227990970655,-0.844243792325,-1.45598194131,-0.751693002257,-0.677200902935,-0.907449209932,-0.690744920993,-1.0158013544
-0.469662921348,-0.703370786517,-0.892134831461,-0.96404494382,-0.38202247191,-0.83595505618,-0.860674157303,-1.44943820225,0.143820224719,-0.991011235955,-1.12584269663,-1.23820224719,-0.103370786517,-0.757303370787,-1.44943820225,-0.716853932584,-0.622471910112,-0.806741573034,-0.676404494382,-1.00898876404
-0.236036036036,-0.385585585586,-1.21081081081,-1.02882882883,-0.924324324324,-0.796396396396,-0.738738738739,-1.25045045045,-0.216216216216,-1.0954954955,-1.10990990991,-1.13153153153,-0.459459459459,-1.1963963964,-1.3027027027,-0.938738738739,-0.735135135135,-0.754954954955,-0.888288288288,-0.953153153153
-0.120065789474,-0.325657894737,-1.16611842105,-0.924342105263,-0.981907894737,-0.730263157895,-0.651315789474,-1.0625,-0.243421052632,-1.11348684211,-1.04440789474,-0.998355263158,-0.578947368421,-1.24013157895,-1.25986842105,-0.819078947368,-0.639802631579,-0.981907894737,-0.899671052632,-0.853618421053
-0.248768472906,-0.650246305419,-0.532019704433,-0.943349753695,-0.586206896552,-0.509852216749,-0.714285714286,-1.15763546798,-0.0320197044335,-0.593596059113,-0.864532019704,-0.711822660099,-0.118226600985,-0.660098522167,-1.00492610837,-0.524630541872,-0.487684729064,-1.24876847291,-0.423645320197,-0.669950738916
-1.00222222222,-2.63333333333,-2.66222222222,-2.94444444444,-3.65333333333,-2.55333333333,-2.39333333333,-2.63333333333,-2.44,-2.01333333333,-2.46,-2.36444444444,-2.20222222222,-3.04,-3.88,-1.91111111111,-1.72222222222,-4.61777777778,-3.02666666667,-1.63777777778
