acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17
-0.16291611,-0.18405298,-0.04259565,0.18976357,0.11490861,0.04092958,0.14833403,-0.00935245,0.16510205,0.02040842,0.16700215,-0.15066307,-0.13868428,-0.08862696,-0.17020046,0.05013129,-0.09969206,0.065641
-0.14747982,-0.09228621,0.00596886,0.01470379,-0.02959303,-0.04587394,0.07517745,-0.07859331,0.12483914,0.07217528,0.06797681,-0.0210213,0.09295116,0.03961557,-0.01212234,-0.06659669,0.10726757,-0.14057444
0.00855301,-0.1400655,-0.03464511,0.2227008,-0.00740595,0.05689713,0.12005837,-0.11313629,0.01115764,0.12200137,0.12081615,-0.08165534,-0.05326252,-0.16660181,-0.09908328,0.08901114,-0.06607499,0.05190462
-0.18428883,-0.28395779,-0.02694841,0.17772235,0.08506837,0.00824389,0.2117586,0.03869652,0.24098234,-0.05605597,-0.1069462,0.08608766,-0.16601896,-0.05256246,-0.12521672,0.0422758,0.12275728,-0.08900375
-0.02310215,-0.09910941,-0.00734614,-0.06226403,-0.00218008,-0.07491652,0.13324156,-0.04641784,0.02967035,0.02150641,0.02620691,0.01352323,0.02689781,-0.03973717,0.05154666,-0.01543708,-0.07608711,0.09553092
0.02950033,-0.00080313,0.02593803,-0.10885292,-0.05904902,0.03938315,-0.02172636,-0.09381217,0.0015351,0.08873673,0.0170208,-0.03494748,0.09157163,-0.05187583,0.07205359,0.01161574,0.06593658,-0.06036984
-0.0501195,-0.01751351,0.02648325,-0.01458861,0.01648955,0.08632808,0.07511296,-0.07921494,0.02031755,0.04684072,0.01220092,-0.04488973,-0.00609167,-0.03507796,0.03864564,0.00545591,0.02613365,-0.05736138
0.03948267,0.08411931,0.01024417,0.03934059,-0.02561752,-0.00015907,-0.0654734,-0.07149946,-0.03768186,0.04636087,-0.06058223,0.05634625,0.00151243,-0.13332712,0.01352369,0.09606068,0.07093612,-0.0501174
0.06186689,-0.05901083,-0.04190366,-0.14271422,-0.08101257,-0.09456999,-0.0112583,0.02003869,-0.01128456,0.02823035,-0.06873751,0.04770972,0.15650756,0.0446676,0.09479554,-0.04496589,0.07588465,-0.12141445
-0.02616842,-0.08374534,-0.04392588,-0.00551398,-0.04022962,-0.08333964,0.04279149,-0.02784739,0.05040402,0.05441784,-0.02097525,0.01708625,0.03766544,0.03460117,0.0275443,-0.03944312,0.02580843,-0.049744
-0.04864113,0.0034929,-0.06577004,-0.14441535,-0.15881724,0.04715362,0.02525579,0.07017052,0.01960526,-0.02340825,0.06726276,-0.03453235,0.12154955,-0.06108408,0.16917146,0.04144828,0.08247284,-0.0540197
-0.06776047,-0.10255688,-0.02602737,-0.18433308,-0.1763842,0.00328267,0.13652955,0.01228958,0.082701,-0.01360649,0.05256299,-0.08456078,0.12156895,0.01027499,0.2004028,-0.00295583,-0.01549191,0.05250884
-0.10368412,-0.10991351,0.01751653,-0.10889563,-0.09463388,0.03775117,0.13852294,0.02289451,0.04806256,-0.00396061,0.09173608,-0.12272008,0.00038786,0.02586271,0.16260801,-0.01510766,-0.01090366,0.04457591
0.03556063,0.01084003,0.04856124,-0.12023192,-0.1854128,0.04959973,-0.0431134,0.03518743,0.03589892,-0.01136895,0.00060959,-0.01567049,0.14185616,0.02983896,0.1831577,-0.01166725,-0.07759124,0.02867797
0.04220408,-0.03659454,0.02017583,-0.28957651,-0.15697224,0.08253152,0.02304891,0.03977983,-0.00485871,-0.04507531,0.07411314,-0.06608961,0.16567014,0.05447362,0.22326067,-0.03729479,-0.03514711,0.01846819
-0.00316898,0.02974589,-0.00672895,-0.2196987,-0.15413779,0.0463011,-0.00836507,0.1103986,-0.03012256,-0.10061904,0.03940668,-0.05278292,0.13621986,0.05795798,0.19868745,-0.03950421,-0.06899212,0.08688278
-0.09748183,-0.07108988,0.07583497,-0.18603557,-0.20293104,0.07314624,0.12997669,0.00749685,0.05437226,0.00132493,0.04879787,-0.0710515,0.17481112,0.02990652,0.24338922,-0.04832522,-0.05143872,0.03649716
-0.07562652,-0.04348867,-0.02765487,-0.08604773,-0.1452521,-0.02332467,0.07265646,0.08280148,0.04905703,-0.02305436,-0.01597247,-0.04708483,0.13171489,-0.05898312,0.07316182,0.07897868,0.08322675,-0.0553549
0.03463157,-0.01166388,-0.03601605,-0.01119527,0.01599679,0.04621002,-0.00669167,-0.00988779,-0.01305384,0.03516574,-0.0076895,0.01446112,0.03221084,-0.06821929,-0.04597936,0.0485068,-0.05977425,0.04593903
0.0381857,0.03008189,-0.0013862,-0.05333358,-0.04353354,-0.01277013,-0.02419064,-0.07483913,-0.01999309,0.0573638,-0.04690839,0.04406507,0.06843877,-0.02611532,0.01615713,0.07107192,-0.04123872,0.08548141
0.00010842,-0.0384393,-0.0428765,-0.07043536,-0.05266856,-0.00106396,-0.00196843,-0.03863615,0.0204435,0.06226821,-0.02077213,0.0130251,0.08255311,-0.04749332,0.05922315,-0.01178014,0.02851956,0.00088385
0.03849972,0.0151794,0.06886988,-0.08152004,-0.13736469,0.02344402,-0.01226193,-0.04360537,-0.04234085,0.04529252,-0.09690117,0.08403299,0.0682037,-0.01973121,0.15905887,-0.02921309,-0.06132315,0.04925385
0.12538497,0.01632383,0.15350726,-0.06377523,-0.1445986,0.02423447,-0.04085039,-0.08674851,-0.07467577,0.03157605,-0.10404872,0.035019,0.07851854,-0.0657796,0.15105591,-0.02273953,-0.05223065,0.05091751
0.03195506,-0.02319791,0.0820262,-0.16742011,-0.15284658,0.0340521,-0.00045125,-0.04436512,-0.01733616,0.05469672,-0.06614678,0.03959635,0.15316072,-0.03416221,0.17885053,-0.01058647,0.02642488,-0.04053886
-0.00572223,-0.05761345,0.04729588,-0.16597285,-0.17725518,-0.0631807,0.01932852,-0.0089117,0.03814732,0.00681667,-0.08691082,0.08274611,0.16508153,0.02606544,0.14668843,-0.04576097,0.05772453,-0.06993384
0.00599197,0.00014452,0.01290784,-0.13551954,-0.14057317,0.05769663,-0.02556256,-0.02292836,0.02401311,0.0620655,-0.10110173,0.06583873,0.11605249,-0.06797543,0.13062669,0.02693357,0.02344962,-0.02737808
-0.04770863,0.0514479,-0.01256616,-0.082422,-0.08505716,0.02791472,0.01023766,-0.00229615,-0.02576089,0.03256451,0.02230238,-0.0151152,0.07505261,-0.01192134,0.0873701,0.00544013,-0.00184461,0.00784811
-0.03192562,-0.0092771,0.0347539,-0.13276491,-0.17033273,0.06446375,0.04661717,-0.02450759,0.00629306,0.02678787,0.01670021,-0.02478981,0.13639722,-0.04152373,0.14814969,0.02467451,-0.02658535,0.03481439
-0.0548554,-0.03244876,0.01293077,-0.05658507,-0.01232139,0.04583535,0.0666357,-0.01427292,0.03525324,0.01176102,-0.01137583,0.05407459,0.08795585,-0.06086869,-0.01731366,0.00950064,0.02953487,-0.05938748
-0.01923871,-0.06153929,0.03294783,-0.06042961,-0.13793498,0.03930744,0.05828101,-0.05128927,0.04710676,0.03656684,-0.03070072,0.01984783,0.14780315,-0.07984848,0.1036369,0.02435177,-0.03919077,-0.00275873
0.00076358,-0.03170527,0.0244685,-0.12670257,-0.1482274,-0.05562733,-0.00534816,-0.00933967,0.06306285,0.02714134,-0.12099613,0.11082214,0.15141248,0.01563924,0.13773775,0.01449606,0.02478549,-0.03587995
0.02772227,-0.01725126,-0.06729829,-0.12838977,-0.07586273,0.01138576,0.04454641,-0.09542443,-0.03731726,0.11037389,0.03825943,-0.02621467,0.0480699,0.07978972,0.12102252,-0.06457308,0.01502869,0.0166884
-0.02617982,-0.0720007,-0.0987037,-0.20015461,-0.0752665,-0.0346471,0.08899127,-0.10280445,0.00167228,0.13846283,0.04183148,-0.0246628,0.09660769,0.10332355,0.14311103,-0.07961512,0.06668557,0.00467435
-0.0486441,-0.07828282,-0.05346095,-0.09860586,-0.08932222,0.01869745,0.09519622,-0.08159531,0.00625638,0.13418035,0.03088249,-0.02477695,0.04924832,-0.04085079,0.13014318,0.0383376,0.02098701,0.01880353
-0.06447013,0.0064409,0.00134673,-0.14371094,-0.11977513,-0.00380903,-0.00018593,-0.0382099,0.08954713,0.0034275,-0.02926299,0.005444,0.1393051,0.03538583,0.12327349,0.01018832,0.04265109,-0.01692529
0.00904879,-0.06270808,-0.05325155,-0.03394056,-0.0534803,-0.02221933,0.03220283,0.00627574,0.05847901,0.01981332,-0.07107905,0.03965932,0.06425079,-0.04834933,0.02223526,0.06112185,0.04431427,0.00031542
-0.06016287,-0.04178463,0.08145939,-0.07181126,-0.09941444,-0.04770358,0.04143132,0.00557159,0.05794926,-0.04665348,-0.08929485,0.05133228,0.07701989,-0.05681381,0.0846292,0.03284057,0.02389458,-0.05340925
0.07342686,0.08821214,-0.00960989,-0.13486134,-0.11643906,0.02934044,-0.12220043,-0.01896205,-0.02888841,-0.01632013,-0.05945854,0.05660871,0.15078212,-0.02417256,0.11332993,0.01689805,-0.00947801,-0.04421583
0.04375871,-0.02070018,-0.00184853,-0.06347421,-0.11980373,-0.00356638,-0.06535604,0.0164913,0.02663194,-0.03547337,-0.04846437,0.04121787,0.09467376,-0.05965917,0.07384097,0.02560577,0.01692173,-0.00665864
-0.06472137,-0.06383886,0.029614,-0.08151745,-0.11391816,-0.00723357,-0.00679301,0.07950387,0.13532947,-0.09169206,-0.01197328,0.02495843,0.11895007,-0.02632261,0.06113899,-0.01336199,0.03809896,-0.03349674
0.22561424,0.15255786,0.06464532,0.0071814,0.04047315,-0.02164228,-0.11639978,-0.05020353,-0.25394199,0.05196149,-0.15220732,0.10916533,-0.05522374,0.0425402,0.02304938,-0.06994471,-0.10450038,0.08514093
-0.04295908,0.06621145,-0.00638462,-0.00827919,-0.06676967,0.04648753,0.00718316,-0.04003795,0.0036775,0.0178011,0.09227158,-0.11493177,0.04712655,0.03426054,0.04207251,-0.10461707,-0.00237363,-0.01031436
-0.06771829,-0.00915602,0.10309205,-0.05203822,-0.03926897,0.01668377,0.04641443,-0.03878922,0.03896122,0.03618319,0.0333849,-0.07229883,0.03132878,0.02931109,0.05060639,-0.04931477,0.00083757,-0.00823285
-0.08510125,-0.09422595,0.03877394,-0.0202608,-0.04339569,0.03773751,0.11620948,-0.0034044,0.06785193,-0.00966492,-0.00375917,-0.01491904,0.0378281,-0.04407961,0.01954634,0.03182072,-0.0135241,0.0156734
-0.08003138,-0.05316074,0.00472254,-0.03567146,-0.05319405,0.03296413,0.08838042,-0.03340239,0.05008674,0.05024835,0.00311994,-0.00084968,0.02637098,-0.04461514,0.04843235,0.02564368,-0.04827801,0.04274143
-0.02832167,0.06206945,0.12063012,-0.17628025,-0.11525263,-0.11040675,-0.02108819,-0.02684639,-0.02212537,-0.00071711,-0.07477462,0.05481007,0.14634295,0.16827929,0.15746278,-0.02594838,0.02387117,-0.01818544
-0.080291,-0.04546348,0.03429154,-0.13833571,-0.01543223,-0.02172742,0.12181754,-0.108991,-0.00794968,0.06585797,4.784e-05,0.03947143,0.00259862,0.01718108,0.08898936,0.01731515,0.08976432,-0.00903174
-0.06075766,-0.0171684,0.02960122,-0.11726203,-0.01207466,-0.11812753,0.08288789,0.10876337,0.02904558,-0.11004132,-0.04178913,0.0114836,0.01238791,0.10402281,0.04738416,-0.00153515,0.02921085,0.03366379
-0.03565419,-0.02182885,-0.03484596,-0.11805658,-0.11028856,0.01220895,0.03787601,0.01986048,0.00806143,0.01518334,0.04087891,-0.03771684,0.13078263,-0.06410677,0.09436094,0.04024694,0.01610744,0.01084016
0.00597223,-0.00382109,0.03436376,-0.14043334,-0.04859312,-0.04200426,-0.00681446,-0.01492764,-0.00148938,0.01260822,-0.03711606,0.06345407,0.06197979,0.00130864,0.10425882,-0.01368523,0.10626191,-0.03501203
-0.07754422,-0.0430225,-0.00266645,-0.07055552,-0.14183702,-0.02674906,0.07689718,0.0182382,0.05951547,0.00609822,0.05000462,-0.05315856,0.08710659,-0.08763355,0.10544783,0.12035896,-0.07615503,0.06926166
-0.12821085,-0.07703409,-0.01770629,-0.04119762,-0.05407384,-0.04019916,0.13431348,-0.01052195,0.04532756,0.02938515,0.04820937,-0.02088492,0.04068318,-0.02129649,0.06035257,0.04174384,0.01526792,-0.0428791
-0.11729309,-0.08336258,-0.01614242,0.03053919,-0.02992675,-0.02128911,0.11040873,-0.04173695,0.05952105,0.05664915,0.04751544,-0.0874368,-0.00784851,-0.01206064,-0.00601311,0.03103982,-0.05250889,0.01696255
-0.05819034,-0.05933491,-0.02612984,0.03424056,0.02038534,0.03035856,0.06611904,0.06796689,0.05000924,-0.01064584,-0.00819218,-0.00955048,0.01203521,-0.04070471,-0.03123841,-0.00211487,-0.02612228,0.00430055
-0.05569793,-0.05798721,-0.00031071,-0.1623377,-0.19306119,0.08120268,0.10620942,0.04726488,0.02664549,0.01294586,-0.07691297,0.07877871,0.13446691,-0.0065483,0.23035766,0.01174107,0.04651882,-0.07786532
-0.04112714,-0.07200841,0.06960252,-0.04087532,-0.14374139,0.04227644,0.08219414,-0.06491786,0.02251683,0.09878682,-0.0921983,0.02041898,0.00334971,-0.01249543,0.18726248,-0.02618083,0.00184233,0.03911592
0.00846747,-0.03245076,0.04862495,-0.05134357,-0.09584346,0.04377886,0.05846091,-0.08839098,-0.02279222,0.07593376,0.03128257,-0.09195381,0.10413915,-0.04423474,0.07253911,0.05536649,-0.04994159,0.01138972
-0.03290151,0.03432431,-0.00362862,-0.13923041,-0.08051346,-0.00684835,0.00869568,-0.05967039,-0.00819418,0.07642686,0.01812503,-0.00474633,0.08217214,0.03421698,0.11684896,-0.01975246,0.03050726,-0.00138886
0.04334316,-0.0502255,0.02478346,-0.04503318,-0.06438425,0.00512633,0.01423885,-0.05351164,0.0016441,0.04502261,-0.06575762,-0.00046751,0.02970207,0.00855524,0.06925181,-2.176e-05,-0.01969048,0.00013647
0.0545732,0.04271489,0.03495051,-0.06747916,-0.04279502,0.02485141,-0.03084274,-0.03772314,-0.0493904,0.01704399,-0.05898676,0.02548255,0.09529996,-3.19e-06,0.04083046,0.00576525,-0.04969242,0.02927718
-0.0868494,-0.07127134,0.00167713,-0.1592558,-0.10140966,-0.00215463,0.11220228,-0.03844448,0.0682588,0.04654205,-0.00921252,0.00406407,0.11207669,0.01360533,0.12739433,0.014391,-0.00544885,0.01071542
-0.0510797,-0.06447382,0.01040654,-0.12481924,-0.09370653,-0.01967676,0.05816647,-0.02249433,0.05708506,0.02015871,-0.04676054,0.01682571,0.09871,-0.00760053,0.11575089,0.01356947,0.01137356,-0.03649353
0.04822392,0.09932842,0.05215233,0.07377574,-0.0413626,-0.01366168,-0.10729539,-0.04599177,-0.02210193,0.07951199,-0.11025114,0.08363272,-0.00211585,-0.13563397,-0.06354113,0.16759243,0.08046302,0.0009363
-0.09066819,-0.08024675,0.12963611,-0.12528809,-0.11862646,0.03004794,0.13484244,-0.10665895,0.02507803,0.04037037,-0.04826594,-0.02761483,0.10386752,-0.09171004,0.16910651,0.06292086,0.02222157,-0.05772933
-0.06456828,-0.03231179,-0.02212476,-0.08244052,-0.06398387,0.05671607,0.07722085,0.05192249,0.03969118,-0.03391015,0.01080477,-0.04802025,0.02331261,-0.01721074,0.12773324,0.03394905,0.04726209,-0.12577216
-0.16585347,-0.09515081,-0.11093133,-0.02084628,-0.16996941,-0.05430274,0.11214632,0.08975135,0.12103551,-0.08067808,-0.01889841,-0.09104932,0.07592062,0.01957631,0.10313875,-0.0448414,0.05328177,-0.03867277
0.02401,0.06810618,-0.10330929,-0.03857541,-0.08139002,-0.10458611,-0.06395038,0.08502829,-0.03580007,-0.00517409,-0.04384584,-0.00181467,0.05469388,0.13114704,0.04559532,-0.110414,0.01259454,-0.02979036
-0.09116881,-0.00942208,-0.13642723,-0.02282245,-0.01620978,-0.19177911,0.03349881,0.07299239,-0.00190365,0.00748308,0.02977693,-0.03675113,0.02996761,0.03803299,0.03189801,-0.12633663,0.01992766,-0.05199181
0.09206856,-0.01823974,0.0265006,-0.02916837,0.02480781,0.04254998,-0.01364473,-0.08279489,-0.03269483,0.01299399,0.07173479,-0.0495765,0.06349217,0.00749037,-0.03441313,-0.04867771,-0.04448172,-0.06930038
0.08541869,0.02357938,-0.12613932,-0.13877013,-0.11970172,-0.01840057,-0.10063746,0.09525538,0.003479,-0.0634102,0.08379552,-0.06873804,0.07264073,0.14610523,0.16373281,-0.11074332,0.04911126,-0.09666993
-0.00681257,0.19996236,-0.00541404,-0.11207424,-0.05183188,-0.10615664,-0.06966382,-0.13067912,-0.15608458,0.12128115,-0.03786921,0.02816713,0.04763699,0.10619086,0.15025324,-0.0480295,0.04454047,-0.04934303
-0.01857091,0.07122773,-0.06550105,-0.11366234,-0.07467208,0.02548556,-0.03335637,0.07115695,-0.09368999,-0.03200201,0.03293187,-0.01290974,0.07984438,0.02370309,0.15500943,-0.01526259,-0.00445668,-0.04123105
-0.09177225,0.15074324,-0.0154558,-0.10098106,-0.04347774,-0.07687805,-0.04127335,-0.08655422,0.00752508,0.02931012,0.05105011,-0.02201604,0.02802802,0.07345282,0.09504118,-0.04145628,-0.06783329,0.0915723
-0.12793305,-0.09455905,0.09231616,0.09277384,0.01658489,0.07435254,0.07028403,0.01903026,0.14318537,0.01021088,0.00321156,-0.00777934,0.0005845,-0.11706779,-0.07543668,0.05868412,-0.09522369,0.07869208
-0.07041894,-0.06240344,0.08341065,-0.00242583,-0.10333973,0.05037285,0.05996644,-0.02326295,0.06927262,0.05305561,-0.01512965,-0.04186959,0.08222696,-0.07158747,0.07028585,0.0416302,-0.03296256,0.0032958
-0.13374078,-0.07871171,0.05627995,0.03326115,-0.08873273,0.11054286,0.06620459,0.00053044,0.11009631,0.02485232,-0.00451147,0.03671381,0.07451238,-0.11868946,-0.00968515,0.13662383,-0.08990399,0.04155021
-0.14775113,-0.10324467,0.02463895,0.01118504,-0.03050367,0.10643485,0.11824501,0.09772798,0.14455331,-0.10734025,0.05346534,-0.05322579,0.05967568,-0.06560788,-0.04574512,0.08084098,-0.07346103,0.02642623
-0.10253226,-0.1140459,0.08627985,0.02397556,-0.01900405,0.05032666,0.07032556,0.01739921,0.14946411,-0.03127546,-0.05122446,0.04050225,0.03446856,-0.12284004,-0.04151784,0.13088567,0.03034684,-0.06713019
-0.15602506,-0.10048816,0.05155429,0.02497254,-0.00941919,0.05387251,0.14225657,0.03069878,0.13834804,-0.03091747,0.01501561,-0.03956377,0.01768779,-0.03910121,-0.02904025,0.07563848,-0.05017816,0.01108096
-0.08710923,-0.08154406,0.00996004,0.00742234,-0.01333871,0.05714555,0.04636221,0.01268031,0.10091547,-0.01910845,-0.03836978,0.03103024,0.04788692,-0.02461152,-0.0349514,0.05258317,-0.07262682,0.0350497
-0.13340794,-0.0887189,0.05568862,-0.02115809,-0.07792048,0.06769667,0.10048488,-0.00178285,0.14632659,0.01240195,0.0067782,-0.00141706,0.08198577,-0.08386908,0.05526388,0.08034714,-0.06190963,0.00049519
-0.14107531,-0.13084614,0.06605746,0.04592441,-0.04330545,0.05897723,0.1145403,0.00781406,0.17823057,0.00640322,-0.01895742,-0.00658746,0.02890387,-0.05769899,0.01164991,0.05037441,-0.06101122,0.02973957
-0.11170857,-0.07947996,0.10283842,0.03552197,0.01022419,0.09630913,0.04560508,-0.02531194,0.12400058,0.01872299,-0.0144798,0.01200906,-0.00251318,-0.06855612,-0.02889164,0.05267244,-0.03596675,0.01825146
-0.16627378,-0.18540727,-0.07372755,0.02500358,-0.00486564,0.03734019,0.16166665,0.10819734,0.18032279,-0.0435153,0.05283034,-0.04234766,0.02611424,-0.08796999,-0.05052045,0.0969374,-0.10492147,0.07427672
-0.19713617,-0.17746021,-0.06983213,-0.07347157,0.00254226,0.02296033,0.21409644,0.0869614,0.17915626,-0.0390461,0.01202239,0.01429489,0.06606283,0.01370656,0.02179853,-0.01197789,-0.01893395,0.00931571
-0.07621578,-0.15011005,0.02411329,0.04877002,0.06507578,-0.0565133,0.14085978,0.01907967,0.11589488,-0.02331813,-0.03305116,0.04203784,-0.02161154,-0.00205585,-0.05846633,0.01891234,-0.03848861,0.05578196
-0.00742963,0.0044572,0.01651312,-0.11010519,-0.11340832,-0.05074498,0.01356973,0.00338237,-0.00236545,-0.00816375,-0.01549946,-0.01901805,0.11732412,0.03298749,0.09140954,0.01482769,0.04803977,-0.03921881
-0.01482136,-0.02595271,0.04167361,-0.09281824,-0.06495986,-0.00317985,0.03377527,-0.02182389,-0.0032183,0.00866322,-0.07398711,0.07526018,0.08082518,-0.02434252,0.08219361,0.00425376,0.04888011,-0.03281671
-0.02631304,-0.02057329,0.00113848,-0.24364685,-0.14628513,-0.04548947,-0.03615247,-0.05965253,0.0755617,-0.00042819,0.04151453,-0.04806152,0.21323388,0.19235327,0.08933986,-0.055481,0.00271359,-0.02359874
-0.04973962,-0.05199312,-0.00998206,-0.11852666,0.06490756,0.00093626,0.02333688,0.09543227,0.04987889,-0.05180115,0.00889513,0.03904689,0.0734144,0.13902236,0.0279945,-0.15984376,0.06127824,-0.13207145
-0.0180603,-0.05858617,0.12576431,-0.01724021,-0.03132313,0.03022319,0.07768096,-0.06710224,-0.01826153,0.0595922,0.02548012,-0.04188946,-0.0062617,0.06166809,0.05223771,-0.04175902,-0.07348581,0.06439519
-0.02137935,0.01564793,0.06289318,-0.03634548,-0.09104663,0.06096467,0.01183046,-0.07892045,0.0047534,0.0573516,-0.00146815,-0.00027048,0.05879041,-0.07857547,0.08469478,0.06268438,-0.02774385,0.00692104
-0.03806932,-0.0223797,-0.07403791,-0.02417033,-0.05355592,0.02424093,0.01594993,0.04831723,0.01723496,0.00115069,0.01898538,0.05218878,0.03003207,0.02872887,0.05424621,-0.02676315,-0.04458191,0.02540812
-0.04540547,-0.17862328,-0.0044743,-0.07464608,-0.04434263,-0.00151822,0.07015119,-0.06139431,0.10278251,0.05469531,-0.02496396,0.08552602,0.07394676,0.0312817,0.05155645,-0.07005271,0.02103742,-0.0289795
0.15175905,0.06365595,-0.0767091,0.03585246,-0.03464176,0.05423164,-0.17288483,0.04022446,-0.06125418,0.02710771,-0.06338488,0.10893985,-0.00300432,-0.20839387,0.03355245,0.15967198,0.00596204,-0.06824018
0.00510133,0.03680951,-0.03675896,-0.15308107,-0.07225672,-0.07177867,-0.05656964,0.04562318,0.00956239,-0.01990307,-0.08735411,0.12582963,0.10346951,-0.06974114,0.09451967,0.08932978,0.09009045,-0.06068215
-0.03147266,-0.0104991,0.02086305,-0.12127638,-0.14513971,0.04058434,0.02634075,-0.0203426,0.00449239,0.02328229,0.00462933,-0.017496,0.12730529,-0.02054413,0.13216481,0.01570011,0.00395499,9.19e-06
-0.05585592,0.00424197,0.02122289,-0.12451925,-0.09226178,-0.02736312,0.03823092,-0.02024254,0.01266411,0.02440414,0.02121547,-0.00835545,0.08391125,0.0416938,0.12852267,-0.03351982,0.01262368,0.01803125
-0.06898069,-0.01296793,0.00449508,-0.06503097,-0.06953108,0.0043678,0.05751106,-0.00658162,0.01649508,0.02826518,0.06561752,-0.04843239,0.0713657,-0.00432815,0.07754771,-0.00707661,0.00355775,-0.00086787
-0.08524337,-0.00720159,0.0207595,-0.13897742,-0.14297276,0.01313349,0.04446766,0.01524731,0.0570568,-0.01948837,0.01736775,0.00150214,0.12406382,0.0313234,0.15205375,-0.02871604,0.01136324,0.01654792
-0.05154613,-0.03304013,0.0288089,-0.11702856,-0.13397353,0.06394415,0.02592796,-0.01799968,0.04942251,0.00120115,0.03537066,-0.04503944,0.1056225,-0.02692646,0.12792492,0.03466651,0.01876452,-0.00280214
-0.0120296,-0.00795175,0.02549497,-0.09430121,-0.11509275,0.01182515,0.01979318,0.00454166,-0.00237612,0.00853068,0.02298451,-0.01905215,0.11824555,0.01080042,0.10678283,-0.01931515,0.04949778,-0.04545892
-0.05257752,-0.0398997,0.02402446,-0.13787229,-0.11600505,0.01491237,0.05655365,-0.01132854,0.03788972,0.00992154,0.04050067,-0.04924295,0.13193116,0.00965595,0.11787199,0.0077645,0.05678009,-0.03594404
-0.0148025,-0.04905823,0.06316863,-0.10161947,-0.10561564,-0.01627397,0.05656988,-0.03329587,0.01613442,0.00065175,-0.04602322,0.03771444,0.10004659,-0.01886801,0.09546065,0.02693731,0.06547733,-0.00887087
-0.01735495,-0.02495544,0.00234779,-0.12282758,-0.15028804,0.00473359,0.01716866,0.06156342,0.0215903,-0.03784804,-0.01972629,0.03508398,0.14644131,-0.02701362,0.11907393,0.01766773,0.04534982,-0.02474093
-0.08123476,-0.03151559,0.01592375,-0.08086693,-0.11536369,0.02356362,0.05514314,0.02393029,0.04142245,-0.00290292,0.01741057,-0.00921612,0.06626895,-0.01044729,0.11246197,0.01118218,0.02188939,-0.01639552
-0.05613059,-0.00186134,-0.00222448,-0.15578485,-0.16945748,0.02459529,0.02767154,0.01356551,0.00208144,0.01041108,-0.01513584,0.03798845,0.15824323,0.0409487,0.18996814,-0.05035068,0.0216007,-0.02370851
-0.04436132,0.0179753,-0.02047595,-0.10350953,-0.15721602,0.05006911,0.03071679,0.0021543,0.02572897,0.00948246,0.02713114,-0.01509173,0.14112196,-0.07221223,0.14076076,0.05031273,0.01339898,-0.03011744
-0.11776537,-0.08747956,0.01750244,-0.14192448,-0.08054479,0.02253355,0.10229443,0.01822903,0.12079805,-0.01440322,0.07173088,-0.06860712,0.11150237,0.02968056,0.12362329,-0.02737368,0.01240462,-0.01685818
-0.05040292,0.01166925,0.02080767,-0.08536364,-0.07807563,-0.02584221,0.0312414,0.00722388,0.01246433,0.01868931,-0.05357458,0.04782687,0.09999617,0.03020875,0.09176531,-0.03633883,-0.00682388,-0.01553319
-0.1108417,0.00705922,-0.00352198,-0.11007003,-0.14519132,0.01013796,0.05633902,0.03573217,0.05971769,-0.02638248,0.0738618,-0.05391953,0.1557224,0.00326991,0.14405647,-0.00653062,-0.00673727,0.00284418
-0.05866402,-0.06218845,-0.03285959,-0.18708901,-0.06834461,-0.01065542,0.09332739,-0.03203757,0.02487468,0.06141104,-0.03754542,0.05201866,0.15205661,0.11018032,0.10826866,-0.10149132,0.04585752,-0.04193586
-0.01905011,0.03521341,-0.06914507,-0.05778981,-0.06754947,0.02740402,0.00939516,0.03343233,0.00426863,-0.04025227,0.01389429,0.01996804,0.08148876,0.03517208,0.09202438,-0.03419046,-0.05824638,0.00533891
-0.06818427,-0.06148739,-0.01429201,-0.11313919,-0.10310125,0.00326569,0.09210388,0.04599483,0.10140895,-0.04063927,0.01464364,-0.01805877,0.09321736,0.05318848,0.12888285,-0.08264406,-0.00716884,0.02596865
-0.12891969,-0.10051466,-0.02558542,-0.08034439,-0.13325853,0.03020097,0.12172817,0.0263199,0.12041453,-0.04664257,0.10275332,-0.08747263,0.11828173,0.02637678,0.1526801,-0.03784147,-0.05619477,0.02381357
-0.06466443,-0.00245911,-0.04250231,0.00062633,-0.10369769,0.04387336,0.06820967,0.02594069,-0.00432284,0.02093012,0.06005208,-0.00513754,0.05768919,0.00937222,0.08751992,-0.03127862,-0.04873886,0.02456907
-0.03271416,-0.01856523,0.0089242,-0.11448206,-0.07005749,-0.03181714,0.04172841,-0.02992252,0.01984779,0.05837529,0.01555049,-0.03097657,0.06554804,0.08741835,0.11642669,-0.03017389,0.01005012,0.01585051
-0.05774174,-0.0556671,-0.02435967,-0.05991773,-0.06980836,0.04294956,0.03917027,0.01522614,0.05158001,0.0348241,0.00255262,0.03782926,0.11178741,-0.0395948,0.03474695,0.02550856,0.01490076,-0.06548263
-0.07545813,-0.06558695,0.0223306,-0.00216552,-0.02254029,0.04960936,0.05590305,-0.01379023,0.06974751,0.01490998,0.02936273,-0.01299891,0.01154317,-0.04246679,0.025868,0.00859393,-0.00888434,-0.01995138
