d_fpssm_0,d_fpssm_1,d_fpssm_2,d_fpssm_3,d_fpssm_4,d_fpssm_5,d_fpssm_6,d_fpssm_7,d_fpssm_8,d_fpssm_9,d_fpssm_10,d_fpssm_11,d_fpssm_12,d_fpssm_13,d_fpssm_14,d_fpssm_15,d_fpssm_16,d_fpssm_17,d_fpssm_18,d_fpssm_19
0.000607481433314,0.00114651425442,0.000337965022759,0.00122351894315,0.000179677607037,0.000427803826277,0.00112084602485,0.000628871624628,0.00121068482837,0.000928334303022,0.000992504876964,0.000286628563606,0.000620315548102,0.000885553920394,0.000979670762175,0.0,3.8502344365e-05,0.00176255176426,0.00100533899175,0.000645983777679
0.0014001516831,0.00126680390376,0.0,0.000916765982981,0.0004667172277,0.000966771400235,0.00132514355722,0.000716744313967,0.00125013543134,0.000416711810446,0.000266695558686,0.000366706393193,0.001116787652,0.000766749731221,0.000716744313967,0.000225024377641,0.000391709101819,0.00146682557277,0.000625067715669,0.000433380282864
0.000578635014837,0.000541543026706,0.000318991097923,0.000719584569733,0.00129821958457,0.000341246290801,0.00076409495549,0.000623145400593,0.00173590504451,0.000912462908012,0.000482195845697,0.000430267062315,0.00129080118694,0.000244807121662,0.00053412462908,0.000244807121662,0.0,0.00175816023739,0.000712166172107,0.000422848664688
0.000510385229895,0.000421622581218,0.000377241256879,0.000621338540742,0.00132404284277,0.000369844369489,0.000769276288538,0.000517782117285,0.00179744363572,0.000724894964199,0.000443813243387,0.00034765370732,0.00120569264454,0.00034025681993,0.000369844369489,0.000199715959524,0.0,0.00172347476182,0.000739688738979,0.00034765370732
0.000454567792029,0.0016094156961,0.00226055334414,0.00237112388815,0.000835421888053,0.00128998968008,0.00272740675217,0.000663423264042,0.00117941913608,0.00410339574426,0.00205169787213,0.0031328320802,0.00144970268809,0.00227283896015,0.000614280800039,0.000958278048061,0.000749422576048,0.0,0.00269054990417,0.00165855816011
0.00287393438388,0.00106561611987,0.000645827951434,0.00167915267373,0.00335830534746,0.000871867734436,0.00167915267373,0.00200206664944,0.00200206664944,0.00348747093774,0.00184060966159,0.000839576336864,0.00358434513046,0.00151769568587,0.00206664944459,0.0,0.000548953758719,0.0031968483596,0.00106561611987,0.00248643761302
0.000390604656007,0.00045756545418,0.000831429910645,0.000896530686646,0.0,0.000420365010751,0.000729128691214,0.000174842084118,0.000446405321151,0.000775629245501,0.000732848735557,0.000565446740125,0.000526386274524,0.000827709866302,0.000375724478636,0.000498485941952,0.000595207094869,0.000727268669043,0.000801669555901,0.000572886828811
0.00140863106672,0.00213428949503,0.000341486319204,0.00183548896572,0.00294531950314,0.000128057369702,0.00187817475562,0.00170743159602,0.00268920476373,0.00384172109105,0.00217697528493,0.00196354633542,0.00303069108294,0.00226234686473,0.00166474580612,0.0,0.000128057369702,0.00418320741025,0.00239040423443,0.00281726213344
0.00116086235489,0.00178275290216,0.000124378109453,0.00215588723051,0.0028192371476,0.00016583747927,0.00190713101161,0.00174129353234,0.0028192371476,0.00364842454395,0.00261194029851,0.00228026533997,0.0028192371476,0.00199004975124,0.00136815920398,0.00016583747927,0.0,0.00327529021559,0.00265339966833,0.00294361525705
0.00132890365449,0.0016196013289,0.000207641196013,0.00166112956811,0.0031146179402,0.000207641196013,0.00166112956811,0.00112126245847,0.003073089701,0.00406976744186,0.00232558139535,0.00174418604651,0.00328073089701,0.00211794019934,0.00116279069767,0.0,0.0,0.00382059800664,0.00232558139535,0.003073089701
0.0015508247568,0.0029606654448,0.0,0.0022087504112,0.00385356454721,0.000704920344001,0.0019267822736,0.0022087504112,0.00380656985761,0.00432351144321,0.00314864420321,0.003054654824,0.00361859109921,0.00234973448,0.0020677663424,0.000610930964801,0.000610930964801,0.00422952206401,0.00319563889281,0.00380656985761
0.0016576875259,0.00193396878022,9.2093751439e-05,0.00225629691025,0.00313118754892,0.000322328130036,0.0018879219045,0.00179582815306,0.00336142192752,0.00391398443616,0.00216420315882,0.00248653128885,0.00303909379749,0.0021181562831,0.0014274531473,0.0,0.0,0.00400607818759,0.00253257816457,0.0033153750518
0.00174781523096,0.00245526425302,0.0,0.00212234706617,0.00291302538494,0.000707449022056,0.00224719101124,0.00195588847274,0.00241364960466,0.00403662089055,0.00291302538494,0.00278818143987,0.00307948397836,0.00208073241781,0.00216396171452,0.00033291718685,0.000540990428631,0.00278818143987,0.00299625468165,0.00316271327507
0.00159932659933,0.00197811447811,0.0,0.00252525252525,0.00265151515152,0.000715488215488,0.00227272727273,0.00227272727273,0.00340909090909,0.0040404040404,0.00307239057239,0.0023569023569,0.00361952861953,0.00227272727273,0.00197811447811,0.000126262626263,0.000252525252525,0.00294612794613,0.00273569023569,0.00324074074074
0.00175341454411,0.00239940937615,0.0,0.00230712440015,0.00364525655223,0.000599852344038,0.00239940937615,0.00193798449612,0.00364525655223,0.00424510889627,0.00295311923219,0.00290697674419,0.00415282392027,0.00239940937615,0.00230712440015,0.00046142488003,0.00046142488003,0.00396825396825,0.00281469176818,0.00350682908822
