"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
2.93391518190111,4.40087277285166,8.06826675022804,9.04623847752841,1.71145052277564,13.202618318555,1.95594345460074,6.35681622745239,2.20043638642583,12.7136324549048,9.2907314093535,9.77971727300369,2.44492931825092,5.13435156832693,2.68942225007601,4.40087277285166,6.1123232956273,0.733478795475276,10.0242102048288,3.91188690920147,0.0256228562245685,0.028149005380386,0.0260697704728252,0.0251682938978667,0.0255342397954823,0.0266608388061214,0.0241932561893329,0.0240262603051569,0.0250363318907442,0.0261985757156024,0.023469508283152,0.0227420883518747,0.0262622200050761,0.0270462630258997,0.0252954380533546,0.0251419392607828,0.0252903389261152,0.024154025522827,0.0249602721655092,0.0250849899373631,0.0254657572351313,0.0238622337136228,0.025107560443741,0.0254461532977697,0.0244901852702868,0.0246610136172819,0.0258689945190578,0.0240944347815803,0.0249133888594194,0.0254908342269761
13.8015823389395,4.08935773005615,3.06701829754211,4.85611230444167,0.766754574385527,8.94547003449782,7.15637602759826,9.96780946701186,2.30026372315658,4.85611230444167,8.94547003449782,5.6228668788272,2.55584858128509,4.34494258818466,3.32260315567062,5.87845173695571,6.64520631134124,1.78909400689956,4.34494258818466,5.87845173695571,0.0264785759410836,0.0262543754946566,0.0257261165067701,0.0234320506061766,0.0257854809454241,0.0243607121112005,0.0239865979271837,0.0235893745505317,0.0249427996678258,0.0244922854078869,0.0247366710948671,0.0241661378563339,0.0250261694995965,0.0255818186733495,0.0234495138059265,0.0256170970764388,0.0245651768881617,0.0240172651310274,0.025086733680321,0.0258008985423525,0.0241797606626906,0.0238796050920634,0.0257557542426246,0.0237183595908642,0.0248126374096294,0.0259354967962439,0.0244960859418303,0.0244795589189412,0.025013039297045,0.025048992512444
8.17515934295966,2.63714817514828,5.27429635029656,6.85658525538552,1.05485927005931,7.12030007290035,1.31857408757414,8.43887416047449,2.37343335763345,10.5485927005931,7.91144452544484,9.75744824804863,3.16457781017793,3.16457781017793,3.16457781017793,7.64772970793001,4.7468667152669,0,4.48315189775207,7.64772970793001,0.0250677934896327,0.0253544627081693,0.0236724747215155,0.0239659033818968,0.0241561314073259,0.025480765116438,0.0234324652182439,0.0246991987180249,0.024945074812989,0.0240879335935985,0.02410519324138,0.0253755166425732,0.0253751604001947,0.0237434961224118,0.0240339447924109,0.023525155538611,0.0245017685800866,0.02492799848351,0.0243535668961986,0.0266809213282977,0.0243285694069989,0.024137204475369,0.0252983321717653,0.0247683274359601,0.0234167996241473,0.0239476722912433,0.0247527650028823,0.0241649247873939,0.0248444511084428,0.0251412109874605
6.03933569499014,2.88837794108224,8.40255401042106,4.72643663086185,1.31289906412829,6.82707513346711,3.41353756673356,6.03933569499014,2.36321831543092,9.19029344889803,9.19029344889803,10.2406127002007,1.83805868977961,6.03933569499014,2.10063850260526,6.82707513346711,4.72643663086185,0.262579812825658,3.41353756673356,7.35223475911843,0.0244053264907587,0.0273348171642801,0.0249923347120356,0.0238607650766603,0.0253797499284962,0.0261973708451839,0.0247546791043684,0.0260420711925778,0.0224531885553979,0.0241602453088763,0.0244870696198938,0.0247293136304568,0.025089139626328,0.0257314741666827,0.0242309354469762,0.0248801841094864,0.0239222383166133,0.023662347430154,0.0242294773314484,0.0244493281396034,0.0247462181806867,0.0241739500560174,0.0246348970425387,0.0234314780319864,0.0245866005635253,0.0242587322014731,0.0241996503281779,0.0235976095266055,0.0253117337569162,0.0234872612901363
2.28464156768586,3.30003781999068,4.0615850092193,4.56928313537171,1.26924531538103,4.82313219844792,1.77694344153344,1.52309437845724,2.03079250460965,6.34622657690516,4.56928313537171,4.56928313537171,1.77694344153344,3.30003781999068,1.26924531538103,4.0615850092193,2.79233969383827,0,2.53849063076206,3.55388688306689,0.0250261813137284,0.0250493965275679,0.0249477942181992,0.0278327351745176,0.027718751227154,0.0257296991754119,0.0235533283863724,0.0267239379958988,0.0225498776943131,0.025087610063604,0.0228482946134424,0.0268566744489847,0.0247802588218642,0.0248800355319655,0.0270457838071244,0.0243818233465785,0.0244826582522841,0.0243313201060612,0.0225644699505917,0.0241172370196334,0.0235984911798122,0.025345280459942,0.0264137959820391,0.0247401347842443,0.0231201800847957,0.0272488001039313,0.0239983340068581,0.0242025622279199,0.0243016452820449,0.022673845136909
5.60538266877363,1.68161480063209,0.840807400316044,1.96188393407077,0.560538266877363,3.92376786814154,2.80269133438681,5.32511353533495,0.840807400316044,4.20403700158022,4.20403700158022,3.0829604678255,0.840807400316044,3.36322960126418,3.0829604678255,4.20403700158022,3.0829604678255,0.280269133438681,0.560538266877363,4.4843061350189,0.0239742268419045,0.0250327624861733,0.0215067486747477,0.0248050374911581,0.0264345461241358,0.0243833200025823,0.0258786766884126,0.0258829871517837,0.026474495945341,0.0230197410274196,0.024697858866424,0.0247080879917461,0.0223594421528566,0.0226985894915981,0.0247602015387203,0.022613143963806,0.0223213823384893,0.0245606932902394,0.0242125667225078,0.0216838480981105,0.0226592846529099,0.0268392790009152,0.020326424052761,0.0238663095644851,0.0242791115369308,0.0236495853667717,0.0234992016996346,0.0250106878284667,0.022709175312117,0.02488345065817
18.0570578547425,6.26981175511891,9.53011386778074,18.558642795152,0.501584940409513,16.5523030335139,7.27298163593793,10.5332837485998,4.76505693389037,12.2888310400331,20.3141900865853,17.0538879739234,4.76505693389037,9.53011386778074,7.77456657634745,10.5332837485998,10.5332837485998,4.26347199348086,7.77456657634745,14.7967557420806,0.0265297335774751,0.0259374240532524,0.0243733035497162,0.0247841322361947,0.0255662940250819,0.0252279438631922,0.0246610295972711,0.0249971774390574,0.0243761428193698,0.025941708630661,0.0254232494353164,0.025230687763558,0.0233378908013374,0.0245792777646777,0.0246191852353525,0.0243825707986551,0.0251041394269503,0.0242551545240881,0.0253198204060188,0.025047349633274,0.0249974033064065,0.0245620345576282,0.026117627970986,0.0245335589596569,0.0240816382805768,0.024653847953741,0.024780751718556,0.0251582000759788,0.0257004251428066,0.024927826248407
2.81974323705076,2.34978603087564,0.704935809262691,2.5847646339632,0.234978603087564,3.28970044322589,1.40987161852538,4.22961485557614,0.469957206175127,3.28970044322589,3.05472184013833,2.81974323705076,1.17489301543782,1.87982882470051,1.17489301543782,0.469957206175127,2.34978603087564,0,1.64485022161295,4.22961485557614,0.0262035085619838,0.0270763070481938,0.0267557947582753,0.0236483095458135,0.0265578287242851,0.0237750431219358,0.0229179627404668,0.0249383928508208,0.0262923104594172,0.0247206468441792,0.0284257727325213,0.0277259208662025,0.0216911130881666,0.0224265869091606,0.0277081231727038,0.0267010367528811,0.0243000237181008,0.0262746880281003,0.025815944359869,0.0227802631603295,0.026257782671505,0.0262282480259166,0.0235633602458753,0.0257900221998254,0.0301728556348376,0.0241052563025204,0.0228321313157093,0.0244061585565638,0.0297562506762402,0.0251737538400359
3.52238856634444,1.5095950998619,0.251599183310317,3.52238856634444,1.00639673324127,3.77398774965475,0.75479754993095,4.5287852995857,0.251599183310317,4.27718611627539,4.5287852995857,4.02558693296507,1.25799591655158,1.76119428317222,1.76119428317222,1.25799591655158,2.26439264979285,0,1.5095950998619,3.52238856634444,0.0266051141722221,0.026537529505484,0.0265764945713331,0.0238651597950209,0.0292910871508919,0.0248193525777895,0.0223787489049826,0.023779953004816,0.0265147601649289,0.0233792117217535,0.0267384961676684,0.0271544136822835,0.0223960502067488,0.0215267272307701,0.0278842358502891,0.0229853841925132,0.0237735148174635,0.0270818765071109,0.0268780952448121,0.0230863749166571,0.0266918462540257,0.0254451798178008,0.0235481368196012,0.0225915419911846,0.0274608729822858,0.0239464048828353,0.0218246888315549,0.0258578676365726,0.0263437152036357,0.0214379818846471
3.22729663572728,0.993014349454549,0.993014349454549,3.9720573978182,0.496507174727274,3.22729663572728,0.496507174727274,3.9720573978182,0.248253587363637,2.97904304836365,3.9720573978182,4.71681815990911,0.744760762090912,1.48952152418182,1.24126793681819,1.24126793681819,1.9860286989091,0,1.9860286989091,4.71681815990911,0.026267565339505,0.0269720357066504,0.0248618704429098,0.023826251438743,0.0268414841480066,0.0246390590596848,0.0238761131338239,0.0231733163341208,0.0230423018809695,0.0259985984801897,0.0246049256621451,0.0270065343207198,0.0215112340253425,0.0243985803059057,0.0279851936955144,0.0253588972776572,0.0203218224434384,0.0271678308899545,0.0269292934646055,0.0222029458044995,0.0282702747006011,0.0248462455200914,0.0248900375870604,0.0235553566255237,0.0268936833240481,0.0221736301841152,0.0253069004130467,0.0276990171455686,0.0281020290826629,0.0230233841992586
