edp_0,edp_1,edp_2,edp_3,edp_4,edp_5,edp_6,edp_7,edp_8,edp_9,edp_10,edp_11,edp_12,edp_13,edp_14,edp_15,edp_16,edp_17,edp_18,edp_19
2.93959643606,3.78304507338,3.21795073375,4.1338312369,3.69960691824,2.97486897275,3.73812893082,3.82450209644,3.4910115304,3.81354821803,3.66422955975,3.17607442348,3.12465932914,3.74887316562,4.36302410901,2.57869496855,2.51077044025,5.29646226415,3.51915618449,3.34279350105
2.06411764706,2.33823529412,1.82411764706,2.40623529412,2.42229411765,2.02364705882,2.28705882353,2.28047058824,2.18947058824,2.03688235294,1.88541176471,1.90258823529,2.01811764706,2.48588235294,2.39729411765,1.65388235294,1.69158823529,3.55276470588,2.24988235294,1.89952941176
2.02430904523,2.34378140704,2.23624371859,2.63077889447,2.75967336683,2.11884422111,2.42261306533,2.58442211055,2.72317839196,2.70709798995,2.48624371859,2.29020100503,2.32744974874,2.46457286432,2.7233040201,2.10659547739,1.87054020101,3.53121859296,2.29572864322,2.24434673367
1.94287084399,2.17912404092,2.21429028133,2.51205242967,2.56550511509,2.07854859335,2.35137468031,2.43686061381,2.62931585678,2.41985294118,2.34517263427,2.25182225064,2.14197570332,2.37439258312,2.53059462916,2.08903452685,1.87234654731,3.55182225064,2.28072250639,2.14926470588
4.78845338983,6.99237288136,7.29459745763,8.46091101695,5.52542372881,6.23887711864,7.69279661017,6.7343220339,6.40137711864,8.34703389831,6.35550847458,7.62934322034,5.69184322034,6.79173728814,7.14322033898,5.79427966102,5.15953389831,6.59322033898,7.1469279661,6.18951271186
3.00798969072,3.37010309278,3.35889175258,3.86327319588,3.20451030928,3.07461340206,3.53530927835,3.62512886598,3.21649484536,3.70051546392,3.09703608247,3.27654639175,3.02551546392,3.25966494845,4.07899484536,2.60128865979,2.63195876289,4.58208762887,2.98182989691,3.14806701031
3.58611935867,4.24728325416,4.68092339667,5.2705611639,4.36916567696,3.89484857482,4.66447446556,4.36370249406,4.059902019,4.34493764846,4.19945071259,4.29674881235,3.83487232779,4.83350653207,4.96370249406,3.81729513064,3.68531769596,5.75927850356,4.38896971496,3.89778800475
2.15776627219,3.07167159763,2.62610946746,3.63173076923,2.79208579882,2.56782544379,3.1275887574,3.18942307692,2.76708579882,3.15569526627,2.92137573964,2.97063609467,2.51886094675,3.07684911243,3.17847633136,2.30835798817,2.19386094675,3.73099112426,2.7475591716,2.74889053254
2.2893258427,3.07359550562,2.73019662921,3.75435393258,2.98651685393,2.50519662921,3.14733146067,3.31011235955,2.90533707865,3.23960674157,3.10351123596,2.98117977528,2.67808988764,3.03441011236,3.16039325843,2.36488764045,2.30702247191,3.78117977528,2.86825842697,2.95997191011
2.18580882353,3.05786764706,2.67345588235,3.79772058824,2.88669117647,2.57139705882,3.16448529412,3.14066176471,3.03051470588,3.33433823529,3.05919117647,3.12316176471,2.72830882353,3.01272058824,3.17830882353,2.29772058824,2.15992647059,3.59125,2.89360294118,2.95051470588
1.9206871345,2.80138888889,2.45065789474,3.23223684211,2.61703216374,2.2557748538,2.77141812865,2.87097953216,2.49802631579,2.86191520468,2.60548245614,2.72463450292,2.24144736842,2.66176900585,2.86600877193,2.04729532164,1.9423245614,3.35752923977,2.37536549708,2.51176900585
2.21442307692,3.08365384615,2.55140532544,3.3974112426,2.8224112426,2.46605029586,3.01575443787,3.1650147929,2.88158284024,3.31220414201,2.96235207101,3.03957100592,2.5301035503,2.91028106509,3.17684911243,2.30968934911,2.22818047337,3.73276627219,2.67951183432,2.9175295858
2.45227272727,3.24318181818,2.83082386364,3.88735795455,3.08806818182,2.83309659091,3.33153409091,3.24360795455,2.875,3.3171875,3.17059659091,3.26463068182,2.69474431818,3.08068181818,3.45653409091,2.50980113636,2.3578125,3.61051136364,3.0765625,2.86860795455
2.12387640449,2.80042134831,2.52584269663,3.4,2.71629213483,2.54171348315,2.98483146067,3.03328651685,2.67893258427,2.98497191011,2.88398876404,2.78230337079,2.52443820225,2.80941011236,2.93398876404,2.00716292135,1.99733146067,3.35140449438,2.68216292135,2.56769662921
2.23955882353,2.94176470588,2.62323529412,3.50529411765,2.94264705882,2.56970588235,3.02161764706,3.09823529412,2.79779411765,3.11558823529,3.02308823529,3.03691176471,2.80338235294,3.05573529412,3.1075,2.23882352941,2.13205882353,3.51529411765,2.75338235294,2.80323529412
2.08316176471,2.85948529412,2.59301470588,3.35801470588,2.72654411765,2.38639705882,2.98948529412,3.12610294118,2.78007352941,3.01875,2.73463235294,2.86595588235,2.60492647059,2.85963235294,3.05713235294,2.22566176471,2.07742647059,3.51977941176,2.73507352941,2.61316176471
2.09956140351,2.72733918129,2.52850877193,3.51564327485,2.72251461988,2.4331871345,2.96330409357,3.01929824561,2.7350877193,3.15438596491,2.85657894737,2.82207602339,2.51725146199,2.86418128655,3.04049707602,2.12602339181,2.02046783626,3.43815789474,2.69356725146,2.70087719298
2.14137426901,3.11096491228,2.52792397661,3.50599415205,2.72441520468,2.47368421053,2.96812865497,3.02222222222,2.78450292398,3.12807017544,2.92558479532,2.91622807018,2.50321637427,2.83713450292,3.04342105263,2.23362573099,2.15102339181,3.50614035088,2.70219298246,2.79152046784
3.64090136054,4.25790816327,4.04294217687,4.91113945578,4.04753401361,4.23018707483,4.50246598639,4.3087585034,3.94141156463,4.62389455782,3.99005102041,3.88954081633,3.44073129252,3.57049319728,4.04056122449,3.59957482993,3.38222789116,4.4818877551,3.30161564626,3.87287414966
2.91861620795,3.13642966361,3.29850917431,3.73184250765,3.37167431193,2.75982415902,3.27855504587,3.74873853211,3.28543577982,3.97672018349,3.48933486239,3.21081804281,3.42855504587,3.17335626911,3.66639908257,2.95470183486,3.05569571865,4.48834097859,3.12748470948,3.31616972477
1.74363772455,2.46781437126,2.69887724551,3.00172155689,2.49797904192,2.49595808383,2.80838323353,2.78046407186,2.5244760479,2.76100299401,2.65890718563,2.62604790419,2.09199101796,2.90838323353,2.72814371257,2.07724550898,1.89273952096,3.36511976048,2.70291916168,2.28076347305
2.9490234375,3.1401171875,2.9919140625,3.5111328125,3.3341015625,2.9372265625,3.1433203125,3.7548828125,3.1534765625,3.7428515625,3.2955859375,3.1643359375,3.2767578125,3.2240234375,3.6995703125,2.8919921875,3.0281640625,4.4235546875,3.2484765625,3.2945703125
3.38132183908,3.7025862069,4.55833333333,6.03591954023,3.84856321839,3.63649425287,4.76896551724,4.18304597701,4.08793103448,4.33735632184,4.4316091954,3.65603448276,3.55402298851,5.13649425287,4.19712643678,3.19195402299,3.01063218391,5.66522988506,4.18017241379,3.76551724138
2.38315677966,2.68308615819,2.6457980226,3.18358050847,3.24947033898,2.46154661017,2.87447033898,3.16401836158,2.90349576271,2.97835451977,2.78125,2.67771892655,2.73061440678,2.99014830508,3.10271892655,2.57644774011,2.11924435028,3.9876059322,2.79699858757,2.64537429379
2.55,3.27527173913,3.00461956522,4.07255434783,3.40815217391,3.00217391304,3.92472826087,4.02663043478,3.29864130435,4.49972826087,3.75842391304,3.82608695652,3.0339673913,3.57690217391,3.82010869565,2.51630434783,2.43423913043,4.46005434783,3.55407608696,4.18152173913
2.47649456522,3.29144021739,3.10855978261,4.08328804348,3.54171195652,2.97323369565,4.01263586957,4.00067934783,3.41698369565,4.65176630435,3.9879076087,3.82866847826,3.18410326087,3.9379076087,3.79225543478,2.53410326087,2.60339673913,4.46426630435,3.51698369565,4.16888586957
4.72721656977,5.2222747093,4.55526889535,6.08470203488,3.93324854651,4.66558866279,5.31733284884,5.26922238372,5.02438226744,5.39836482558,4.83332122093,4.67779796512,4.80497819767,4.43644622093,5.55555959302,4.33470203488,3.78462936047,5.22183866279,4.1496002907,5.20606831395
4.61507042254,5.09654929577,4.40612676056,5.81711267606,3.95514084507,4.46169014085,5.21042253521,5.17394366197,4.84753521127,5.25246478873,4.65683098592,4.59838028169,4.60169014085,4.24514084507,5.63352112676,4.2585915493,3.68457746479,5.02457746479,3.96373239437,4.97584507042
4.69028571429,5.16114285714,4.62085714286,6.0285,3.979,4.61121428571,5.3805,5.22414285714,5.03592857143,5.40185714286,4.92157142857,4.7705,4.68542857143,4.40128571429,5.70521428571,4.40278571429,3.824,5.35614285714,4.23414285714,5.14464285714
4.66047077922,6.6161525974,6.15381493506,7.67962662338,5.12021103896,5.66923701299,7.36566558442,6.72556818182,5.33076298701,8.47800324675,6.62849025974,6.03660714286,5.80722402597,5.93595779221,6.8463474026,4.97832792208,4.76517857143,6.57426948052,5.15137987013,7.31355519481
6.53771367521,7.87254273504,6.96143162393,9.85950854701,5.81121794872,6.95096153846,9.36997863248,7.43728632479,6.47275641026,9.57489316239,8.45181623932,8.33707264957,8.8516025641,6.99540598291,7.15758547009,6.10886752137,6.16356837607,7.50373931624,6.53942307692,8.20993589744
3.2386,3.6572,3.5792,4.0216,3.65,2.854,3.57,3.5162,3.2304,4.1056,3.8226,3.115,3.2864,3.5028,3.64,2.6822,3.0,3.708,2.8772,3.5504
1.86232843137,2.22267156863,2.16291666667,2.57433823529,2.46659313725,1.90218137255,2.17512254902,2.64272058824,2.35409313725,2.75835784314,2.22977941176,1.97987745098,2.11473039216,2.39840686275,2.6543872549,1.78424019608,1.83512254902,2.76075980392,2.20899509804,2.47085784314
2.71220833333,2.81170833333,2.32879166667,3.254875,2.737625,2.23095833333,2.79795833333,2.65379166667,2.63670833333,2.60220833333,2.73604166667,2.521875,2.60404166667,2.68979166667,3.00829166667,1.99354166667,1.83270833333,4.16595833333,2.44904166667,2.484625
3.38631578947,3.49657894737,3.09736842105,4.17578947368,3.63315789474,3.15921052632,3.94973684211,3.75473684211,2.95578947368,4.45947368421,3.71631578947,3.31052631579,3.09421052632,3.21473684211,3.00078947368,2.88026315789,2.91052631579,4.24315789474,2.82657894737,3.96605263158
6.01307189542,7.61176470588,5.9522875817,6.93962418301,5.59803921569,6.90416666667,7.84950980392,6.82598039216,6.79297385621,7.13635620915,7.11740196078,6.68995098039,5.51568627451,6.45767973856,7.37589869281,5.95669934641,5.48553921569,6.63112745098,5.47009803922,6.4137254902
2.22377929688,3.08540039062,2.88540039063,3.02983398438,2.86596679688,2.40219726562,3.44741210938,3.22651367187,2.62270507813,3.56430664062,3.17358398438,2.81645507813,2.64653320313,3.03950195312,2.57553710937,2.50786132813,2.23237304687,2.97768554688,2.78256835937,2.92436523438
