gdpc_0,gdpc_1,gdpc_2,gdpc_3,gdpc_4,gdpc_5,gdpc_6,gdpc_7,gdpc_8,gdpc_9,gdpc_10,gdpc_11,gdpc_12,gdpc_13,gdpc_14,gdpc_15,gdpc_16,gdpc_17,gdpc_18,gdpc_19,gdpc_20,gdpc_21,gdpc_22,gdpc_23,gdpc_24
0.0251046025105,0.0271966527197,0.0271966527197,0.0418410041841,0.0188284518828,0.0251046025105,0.0460251046025,0.0397489539749,0.0774058577406,0.0251046025105,0.0188284518828,0.0439330543933,0.0418410041841,0.0460251046025,0.0376569037657,0.0502092050209,0.0585774058577,0.0669456066946,0.100418410042,0.0460251046025,0.0209205020921,0.0376569037657,0.0146443514644,0.0543933054393,0.00836820083682
0.00704225352113,0.0281690140845,0.00704225352113,0.0539906103286,0.0117370892019,0.0211267605634,0.0633802816901,0.0281690140845,0.112676056338,0.0211267605634,0.0164319248826,0.0234741784038,0.0140845070423,0.0633802816901,0.0093896713615,0.0539906103286,0.0915492957746,0.0657276995305,0.164319248826,0.0469483568075,0.0117370892019,0.0399061032864,0.0117370892019,0.0258215962441,0.00704225352113
0.0200501253133,0.0275689223058,0.0250626566416,0.0551378446115,0.0100250626566,0.0275689223058,0.0526315789474,0.0275689223058,0.105263157895,0.00751879699248,0.0200501253133,0.0300751879699,0.0125313283208,0.0501253132832,0.0200501253133,0.0551378446115,0.0952380952381,0.062656641604,0.19298245614,0.0300751879699,0.0175438596491,0.015037593985,0.00501253132832,0.0300751879699,0.00501253132832
0.0280612244898,0.0459183673469,0.0102040816327,0.0459183673469,0.0178571428571,0.0331632653061,0.0637755102041,0.0433673469388,0.0969387755102,0.0229591836735,0.0204081632653,0.0255102040816,0.00765306122449,0.0484693877551,0.0102040816327,0.0535714285714,0.0969387755102,0.0433673469388,0.15306122449,0.0382653061224,0.015306122449,0.0280612244898,0.00765306122449,0.0382653061224,0.00510204081633
0.0253164556962,0.0632911392405,0.0295358649789,0.042194092827,0.0042194092827,0.0548523206751,0.042194092827,0.0253164556962,0.0970464135021,0.0337552742616,0.0168776371308,0.0590717299578,0.0253164556962,0.0464135021097,0.0084388185654,0.0506329113924,0.0886075949367,0.0632911392405,0.0970464135021,0.0295358649789,0.0168776371308,0.0,0.0126582278481,0.0464135021097,0.0210970464135
0.0,0.0307692307692,0.0205128205128,0.0461538461538,0.00512820512821,0.0307692307692,0.0820512820513,0.025641025641,0.0871794871795,0.0410256410256,0.0153846153846,0.0205128205128,0.0102564102564,0.0564102564103,0.00512820512821,0.0512820512821,0.102564102564,0.0512820512821,0.215384615385,0.025641025641,0.00512820512821,0.0307692307692,0.0,0.0410256410256,0.0
0.0142348754448,0.0391459074733,0.0213523131673,0.0427046263345,0.0154211150652,0.0272835112693,0.0403321470937,0.0320284697509,0.0937129300119,0.0249110320285,0.0154211150652,0.0355871886121,0.0189798339265,0.0747330960854,0.0201660735469,0.0640569395018,0.0877817319098,0.067615658363,0.134045077106,0.0284697508897,0.011862396204,0.0154211150652,0.0260972716489,0.0355871886121,0.0130486358244
0.0176470588235,0.00588235294118,0.0470588235294,0.0588235294118,0.0117647058824,0.0294117647059,0.0235294117647,0.00588235294118,0.0823529411765,0.0176470588235,0.0176470588235,0.0117647058824,0.0117647058824,0.0823529411765,0.0176470588235,0.0588235294118,0.105882352941,0.0705882352941,0.194117647059,0.0411764705882,0.0176470588235,0.0117647058824,0.0117647058824,0.0470588235294,0.0
0.0223463687151,0.0223463687151,0.0167597765363,0.0614525139665,0.00558659217877,0.0167597765363,0.0223463687151,0.0335195530726,0.0782122905028,0.0111731843575,0.0111731843575,0.0223463687151,0.0223463687151,0.0837988826816,0.0223463687151,0.0670391061453,0.0893854748603,0.0782122905028,0.206703910615,0.0335195530726,0.0111731843575,0.00558659217877,0.0111731843575,0.0446927374302,0.0
0.0233918128655,0.00584795321637,0.0409356725146,0.0584795321637,0.0116959064327,0.0116959064327,0.0175438596491,0.0233918128655,0.0818713450292,0.0175438596491,0.0233918128655,0.0175438596491,0.0116959064327,0.0994152046784,0.0175438596491,0.0643274853801,0.093567251462,0.0818713450292,0.181286549708,0.0350877192982,0.0175438596491,0.0175438596491,0.0116959064327,0.0350877192982,0.0
